4979,1828,694,7,7029.9900,.0000,49209.93000000,2026-08-04 16:52:59.5163652,0xE610,{"payment_method":"crypto","terms":"net_45","po_number":"PO-2026-4979","processed":true,"discount_code":null},disputed
4978,2289,600,35,14839.9900,.0000,519399.65000000,2026-08-04 16:52:59.5122818,0xE610,{"payment_method":"crypto","terms":"net_60","po_number":"PO-2026-4978","processed":true,"discount_code":null},disputed
4977,3668,926,35,82631.9900,.1500,2458301.70250000,2026-08-04 16:52:59.5082014,0xE610,{"payment_method":"sepa","terms":"net_30","po_number":"PO-2026-4977","processed":false,"discount_code":"SAVE15"},completed
4976,1435,872,34,66663.9900,.0000,2266575.66000000,2026-08-04 16:52:59.5041295,0xE610,{"payment_method":"crypto","terms":"net_60","po_number":"PO-2026-4976","processed":false,"discount_code":null},pending
4975,704,643,39,50848.9900,.1500,1685644.01850000,2026-08-04 16:52:59.5000577,0xE610,{"payment_method":"credit_card","terms":"net_45","po_number":"PO-2026-4975","processed":true,"discount_code":"SAVE15"},disputed
4974,4141,343,14,67199.9900,.0000,940799.86000000,2026-08-04 16:52:59.4959861,0xE610,{"payment_method":"crypto","terms":"net_60","po_number":"PO-2026-4974","processed":false,"discount_code":null},disputed
4973,929,858,27,63834.9900,.1500,1465013.02050000,2026-08-04 16:52:59.4919139,0xE610,{"payment_method":"sepa","terms":"net_45","po_number":"PO-2026-4973","processed":false,"discount_code":"SAVE15"},disputed
4972,2026,420,5,92878.9900,.0000,464394.95000000,2026-08-04 16:52:59.4878366,0xE610,{"payment_method":"wire_transfer","terms":"immediate","po_number":"PO-2026-4972","processed":false,"discount_code":null},disputed
4971,880,942,50,1512.9900,.0000,75649.50000000,2026-08-04 16:52:59.4837596,0xE610,{"payment_method":"wire_transfer","terms":"net_30","po_number":"PO-2026-4971","processed":true,"discount_code":null},refunded
4970,4542,342,25,50129.9900,.0000,1253249.75000000,2026-08-04 16:52:59.4796799,0xE610,{"payment_method":"credit_card","terms":"net_60","po_number":"PO-2026-4970","processed":false,"discount_code":null},disputed
4969,4424,100,6,30837.9900,.0000,185027.94000000,2026-08-04 16:52:59.4756064,0xE610,{"payment_method":"crypto","terms":"net_60","po_number":"PO-2026-4969","processed":false,"discount_code":null},refunded
4968,1479,840,6,583.9900,.0000,3503.94000000,2026-08-04 16:52:59.4674493,0xE610,{"payment_method":"sepa","terms":"net_60","po_number":"PO-2026-4968","processed":true,"discount_code":null},pending
4967,3272,978,25,53515.9900,.0000,1337899.75000000,2026-08-04 16:52:59.4633573,0xE610,{"payment_method":"wire_transfer","terms":"net_30","po_number":"PO-2026-4967","processed":false,"discount_code":null},disputed
4966,198,509,46,26757.9900,.0000,1230867.54000000,2026-08-04 16:52:59.4592749,0xE610,{"payment_method":"ach","terms":"net_60","po_number":"PO-2026-4966","processed":false,"discount_code":null},completed
4965,3288,215,48,52512.9900,.0000,2520623.52000000,2026-08-04 16:52:59.4552036,0xE610,{"payment_method":"ach","terms":"net_45","po_number":"PO-2026-4965","processed":true,"discount_code":null},pending
4964,2282,73,42,77577.9900,.0000,3258275.58000000,2026-08-04 16:52:59.4511214,0xE610,{"payment_method":"sepa","terms":"immediate","po_number":"PO-2026-4964","processed":true,"discount_code":null},completed
4963,2383,466,22,61789.9900,.0000,1359379.78000000,2026-08-04 16:52:59.4470503,0xE610,{"payment_method":"crypto","terms":"net_60","po_number":"PO-2026-4963","processed":true,"discount_code":null},refunded
4962,33,1000,32,19068.9900,.0000,610207.68000000,2026-08-04 16:52:59.4429783,0xE610,{"payment_method":"sepa","terms":"net_45","po_number":"PO-2026-4962","processed":true,"discount_code":null},disputed
4961,2541,975,11,43600.9900,.0000,479610.89000000,2026-08-04 16:52:59.4389081,0xE610,{"payment_method":"credit_card","terms":"net_60","po_number":"PO-2026-4961","processed":true,"discount_code":null},disputed
4960,1663,285,20,54351.9900,.1500,923983.83000000,2026-08-04 16:52:59.4348337,0xE610,{"payment_method":"wire_transfer","terms":"net_45","po_number":"PO-2026-4960","processed":true,"discount_code":"SAVE15"},completed
4959,4860,498,50,69572.9900,.0000,3478649.50000000,2026-08-04 16:52:59.4307182,0xE610,{"payment_method":"sepa","terms":"net_60","po_number":"PO-2026-4959","processed":false,"discount_code":null},disputed
4958,580,406,14,51642.9900,.0000,723001.86000000,2026-08-04 16:52:59.4225564,0xE610,{"payment_method":"wire_transfer","terms":"net_45","po_number":"PO-2026-4958","processed":false,"discount_code":null},disputed
4957,2996,966,49,40867.9900,.1500,1702151.78350000,2026-08-04 16:52:59.4184814,0xE610,{"payment_method":"credit_card","terms":"net_60","po_number":"PO-2026-4957","processed":false,"discount_code":"SAVE15"},disputed
