56,0x315CDB06FBC26673,1,58.366999999999997,215.02000000000001,892.0,2026-08-04 21:40:14.5100000 +00:00
81,0x501BBCAD7B29FCCB,1,52.686999999999998,52.685000000000002,543.0,2026-08-04 16:58:18.8730000 +00:00
81,0x501BBCAD7B29FCCB,1,43.152999999999999,43.152999999999999,543.0,2026-08-04 21:40:19.6770000 +00:00
86,0x1A3CA9201FF07B20,1,39.875,39.874000000000002,2605.0,2026-08-04 17:00:10.5200000 +00:00
86,0x1A3CA9201FF07B20,1,35.832999999999998,35.832000000000001,2605.0,2026-08-04 21:42:08.9130000 +00:00
89,0x96DF1B274E0A2AAA,2,2.5009999999999999,2.5009999999999999,0.0,2026-08-04 16:58:14.6800000 +00:00
30,0xF4855BA3966ADF55,4972,2.4794388576025743,2.479221641190668,68.0,2026-08-04 16:52:59.6100000 +00:00
89,0x96DF1B274E0A2AAA,1,2.4129999999999998,2.4119999999999999,0.0,2026-08-04 17:00:10.8470000 +00:00
99,0x8A40ABD83046A0CA,2,2.3965000000000001,2.3965000000000001,15.0,2026-08-04 16:58:15.8100000 +00:00
15,0xBB40CB95C176A0A3,4499,2.2987937319404312,2.294711491442543,40.68392976216937,2026-08-04 16:52:35.3200000 +00:00
99,0x8A40ABD83046A0CA,1,2.149,2.149,15.0,2026-08-04 17:00:11.7170000 +00:00
99,0x8A40ABD83046A0CA,1,1.661,1.661,15.0,2026-08-04 21:42:10.2200000 +00:00
89,0x96DF1B274E0A2AAA,1,1.2589999999999999,1.258,0.0,2026-08-04 21:42:09.3100000 +00:00
31,0x3EDE18A47F06F39A,4971,0.57679139006236169,0.57660229330114665,43.0,2026-08-04 16:52:59.6100000 +00:00
101,0x1DBD6ABA4A209251,1,0.57299999999999995,0.57199999999999995,30.0,2026-08-04 21:42:10.4170000 +00:00
101,0x1DBD6ABA4A209251,2,0.50849999999999995,0.50849999999999995,28.0,2026-08-04 16:58:15.9400000 +00:00
41,0xCE9304A3387EB87A,1971,0.48140537798072047,0.48079959411466261,2.0700152207001521,2026-08-04 16:53:07.7530000 +00:00
12,0x0461FE86CD200D83,4971,0.41389539328102998,0.41368255884127947,9.0,2026-08-04 16:52:35.3170000 +00:00
101,0x1DBD6ABA4A209251,1,0.40100000000000002,0.40100000000000002,26.0,2026-08-04 17:00:11.8100000 +00:00
15,0xBB40CB95C176A0A3,472,0.24764830508474578,0.24754025423728815,18.029661016949152,2026-08-04 16:52:14.1870000 +00:00
17,0x5BEF6B32C5192EBC,4971,0.22518567692617181,0.22479581573124119,9.2558841279420641,2026-08-04 16:52:35.3200000 +00:00
33,0x20EE15FF8FFAFB2A,4971,0.15153530476765237,0.15133373566686784,22.909072621202977,2026-08-04 16:52:59.6100000 +00:00
43,0x80E75F1AE5B33E8E,971,0.12042121524201853,0.11648815653964985,6.3573635427394439,2026-08-04 16:53:08.7570000 +00:00
35,0x933F94BE75747FEA,4971,6.5596459464896395E-2,6.5476765238382625E-2,3.0,2026-08-04 16:52:59.6100000 +00:00
29,0xD96CC1CA4C3196D8,21,6.3047619047619047E-2,6.2904761904761908E-2,6.0,2026-08-04 16:52:35.3930000 +00:00
16,0x7DC5283FDA689CD2,4971,5.7349426674713336E-2,5.7232347616173809E-2,0.0,2026-08-04 16:52:35.3200000 +00:00
44,0x7104E4994DF727CE,471,3.8288747346072183E-2,0.03811464968152866,3.2547770700636942,2026-08-04 16:53:09.2130000 +00:00
39,0xA9F32AEF09937C02,971,3.6476828012358395E-2,3.6291452111225538E-2,0.0,2026-08-04 16:53:02.3430000 +00:00
38,0xFFCE3E40AC384C6D,1971,3.3821410451547435E-2,3.3738203957382043E-2,0.0,2026-08-04 16:53:01.4600000 +00:00
40,0x104A691FD0A4DFF2,2971,2.9619656681252101E-2,2.9439582632110401E-2,3.1447324133288457,2026-08-04 16:53:05.0700000 +00:00
27,0xD45CB60427B5C991,19,1.4947368421052631E-2,1.4684210526315789E-2,0.0,2026-08-04 16:52:35.3900000 +00:00
PartitionedSales,1,NULL,335
PartitionedSales,2,2022,331
PartitionedSales,3,2023,325
PartitionedSales,4,2024,333
PartitionedSales,5,2025,326
PartitionedSales,6,2026,350
