11,3042,5490,478,47,83976.9900,0.0000,3946918.53000000,2026-08-12 20:04:33.863322,POINT (-80.23 -59.5),"{""payment_method"":""credit_card"",""terms"":""net_30"",""po_number"":""PO-2026-0011"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",pending,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
12,4045,3072,908,42,53802.9900,0.0000,2259725.58000000,2026-08-12 20:04:33.867394,POINT (110 -59.86),"{""payment_method"":""credit_card"",""terms"":""immediate"",""po_number"":""PO-2026-0012"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",refunded,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
13,1851,7674,794,2,32976.9900,0.1500,56060.88300000,2026-08-12 20:04:33.875537,POINT (-41.58 62.1),"{""payment_method"":""crypto"",""terms"":""net_60"",""po_number"":""PO-2026-0013"",""processed"":false,""discount_code"":""SAVE15"",""tags"":[""high_value""]}",refunded,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
14,183,5119,678,6,5998.9900,0.0000,35993.94000000,2026-08-12 20:04:33.883695,POINT (121.99 43.08),"{""payment_method"":""wire_transfer"",""terms"":""net_30"",""po_number"":""PO-2026-0014"",""processed"":true,""discount_code"":null}",pending,2026-08-12 20:04:33.883695,9999-12-31 23:59:59.999999
15,1326,7040,477,19,58266.9900,0.0000,1107072.81000000,2026-08-12 20:04:33.887781,POINT (-120.58 -7.07),"{""payment_method"":""crypto"",""terms"":""net_45"",""po_number"":""PO-2026-0015"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",refunded,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
16,2806,3859,953,17,38431.9900,0.0000,653343.83000000,2026-08-12 20:04:33.895925,POINT (160.4 -35.6),"{""payment_method"":""crypto"",""terms"":""immediate"",""po_number"":""PO-2026-0016"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",pending,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
17,2787,2291,28,1,96716.9900,0.0000,96716.99000000,2026-08-12 20:04:33.904091,POINT (-9.89 3.04),"{""payment_method"":""ach"",""terms"":""immediate"",""po_number"":""PO-2026-0017"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",pending,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
18,426,9327,279,28,96606.9900,0.0000,2704995.72000000,2026-08-12 20:04:33.908169,POINT (112.53 54.65),"{""payment_method"":""credit_card"",""terms"":""net_30"",""po_number"":""PO-2026-0018"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",disputed,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
19,2342,5205,303,38,81043.9900,0.0000,3079671.62000000,2026-08-12 20:04:33.916313,POINT (140.08 -54.37),"{""payment_method"":""crypto"",""terms"":""net_60"",""po_number"":""PO-2026-0019"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",pending,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
20,4468,1650,794,27,32976.9900,0.0000,890378.73000000,2026-08-12 20:04:33.920387,POINT (112.89 15.94),"{""payment_method"":""ach"",""terms"":""net_45"",""po_number"":""PO-2026-0020"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",pending,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
21,3660,3345,592,8,41165.9900,0.0000,329327.92000000,2026-08-12 20:04:33.928532,POINT (-36.77 -63.12),"{""payment_method"":""ach"",""terms"":""net_45"",""po_number"":""PO-2026-0021"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",completed,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
22,1563,5143,683,15,8190.9900,0.0000,122864.85000000,2026-08-12 20:04:33.932603,POINT (-76.74 74.44),"{""payment_method"":""sepa"",""terms"":""net_30"",""po_number"":""PO-2026-0022"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",disputed,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
23,1427,3878,53,13,24008.9900,0.0000,312116.87000000,2026-08-12 20:04:33.940741,POINT (-86.2 29.68),"{""payment_method"":""ach"",""terms"":""immediate"",""po_number"":""PO-2026-0023"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",disputed,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
24,724,8369,451,25,70500.9900,0.0000,1762524.75000000,2026-08-12 20:04:33.944812,POINT (-111.24 -0.97),"{""payment_method"":""sepa"",""terms"":""net_45"",""po_number"":""PO-2026-0024"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",pending,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
25,4165,9746,301,8,22417.9900,0.0000,179343.92000000,2026-08-12 20:04:33.952956,POINT (-47.17 -37.83),"{""payment_method"":""sepa"",""terms"":""net_45"",""po_number"":""PO-2026-0025"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",completed,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
26,3693,2430,67,16,68865.9900,0.0000,1101855.84000000,2026-08-12 20:04:33.961118,POINT (-159.45 -68.74),"{""payment_method"":""wire_transfer"",""terms"":""net_30"",""po_number"":""PO-2026-0026"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",completed,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
27,2052,9164,451,17,70500.9900,0.0000,1198516.83000000,2026-08-12 20:04:33.965198,POINT (80.09 55.04),"{""payment_method"":""sepa"",""terms"":""net_60"",""po_number"":""PO-2026-0027"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",pending,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
28,615,7956,603,40,73959.9900,0.0000,2958399.60000000,2026-08-12 20:04:33.973361,POINT (-127.02 65.01),"{""payment_method"":""ach"",""terms"":""net_45"",""po_number"":""PO-2026-0028"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",disputed,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
29,3247,1343,999,47,24018.9900,0.0000,1128892.53000000,2026-08-12 20:04:33.981507,POINT (-178.2 -59.5),"{""payment_method"":""crypto"",""terms"":""net_45"",""po_number"":""PO-2026-0029"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",refunded,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
30,2367,9783,494,36,4139.9900,0.0000,149039.64000000,2026-08-12 20:04:33.985580,POINT (59.65 40.68),"{""payment_method"":""crypto"",""terms"":""immediate"",""po_number"":""PO-2026-0030"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",refunded,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
31,3869,9362,949,29,91204.9900,0.0000,2644944.71000000,2026-08-12 20:04:33.997848,POINT (99.72 16.91),"{""payment_method"":""credit_card"",""terms"":""net_45"",""po_number"":""PO-2026-0031"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",refunded,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
32,2311,1539,257,21,53515.9900,0.0000,1123835.79000000,2026-08-12 20:04:34.005999,POINT (152.46 80.11),"{""payment_method"":""crypto"",""terms"":""net_45"",""po_number"":""PO-2026-0032"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",pending,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
33,3797,7017,113,8,8158.9900,0.0000,65271.92000000,2026-08-12 20:04:34.010071,POINT (-135.06 -18.46),"{""payment_method"":""credit_card"",""terms"":""net_60"",""po_number"":""PO-2026-0033"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",completed,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
34,3501,4418,829,26,90696.9900,0.0000,2358121.74000000,2026-08-12 20:04:34.018213,POINT (170.77 5.03),"{""payment_method"":""wire_transfer"",""terms"":""net_30"",""po_number"":""PO-2026-0034"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",refunded,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
35,120,1027,701,23,3912.9900,0.1500,76498.95450000,2026-08-12 20:04:34.022282,POINT (155.41 -76.75),"{""payment_method"":""wire_transfer"",""terms"":""net_30"",""po_number"":""PO-2026-0035"",""processed"":true,""discount_code"":""SAVE15"",""tags"":[""high_value""]}",disputed,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
36,798,9641,222,36,39163.9900,0.0000,1409903.64000000,2026-08-12 20:04:34.030425,POINT (-147.47 -54.57),"{""payment_method"":""wire_transfer"",""terms"":""immediate"",""po_number"":""PO-2026-0036"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",completed,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
37,3144,4991,475,30,23684.9900,0.0000,710549.70000000,2026-08-12 20:04:34.034494,POINT (118.1 -75.67),"{""payment_method"":""sepa"",""terms"":""net_30"",""po_number"":""PO-2026-0037"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",pending,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
38,3367,3958,32,3,97688.9900,0.0000,293066.97000000,2026-08-12 20:04:34.038568,POINT (139.43 -31.46),"{""payment_method"":""ach"",""terms"":""net_60"",""po_number"":""PO-2026-0038"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",pending,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
39,4547,3867,649,21,56487.9900,0.0000,1186247.79000000,2026-08-12 20:04:34.046748,POINT (124.56 -76.38),"{""payment_method"":""ach"",""terms"":""net_30"",""po_number"":""PO-2026-0039"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",pending,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
40,2950,4506,844,5,36991.9900,0.0000,184959.95000000,2026-08-12 20:04:34.050831,POINT (-146.08 -76.83),"{""payment_method"":""credit_card"",""terms"":""net_60"",""po_number"":""PO-2026-0040"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",disputed,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
41,1538,3026,118,2,43671.9900,0.0000,87343.98000000,2026-08-12 20:04:34.058991,POINT (157.41 89.8),"{""payment_method"":""ach"",""terms"":""immediate"",""po_number"":""PO-2026-0041"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",pending,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
42,670,8599,21,41,31725.9900,0.0000,1300765.59000000,2026-08-12 20:04:34.067166,POINT (-138.13 21.81),"{""payment_method"":""crypto"",""terms"":""net_30"",""po_number"":""PO-2026-0042"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",disputed,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
43,1705,4390,593,27,52064.9900,0.1500,1194891.52050000,2026-08-12 20:04:34.071250,POINT (-23.88 -84.98),"{""payment_method"":""ach"",""terms"":""net_45"",""po_number"":""PO-2026-0043"",""processed"":true,""discount_code"":""SAVE15"",""tags"":[""high_value""]}",refunded,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
44,2487,1565,807,42,85006.9900,0.1500,3034749.54300000,2026-08-12 20:04:34.079425,POINT (87.17 -35.37),"{""payment_method"":""wire_transfer"",""terms"":""net_60"",""po_number"":""PO-2026-0044"",""processed"":true,""discount_code"":""SAVE15"",""tags"":[""high_value""]}",disputed,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
45,2668,8056,574,16,57939.9900,0.1500,787983.86400000,2026-08-12 20:04:34.083509,POINT (-66.9 -63.87),"{""payment_method"":""ach"",""terms"":""immediate"",""po_number"":""PO-2026-0045"",""processed"":false,""discount_code"":""SAVE15"",""tags"":[""high_value""]}",completed,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
46,2368,1104,711,9,38027.9900,0.0000,342251.91000000,2026-08-12 20:04:34.091681,POINT (-160.26 -65.76),"{""payment_method"":""sepa"",""terms"":""net_30"",""po_number"":""PO-2026-0046"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",refunded,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
47,397,5396,843,25,5913.9900,0.0000,147849.75000000,2026-08-12 20:04:34.095770,POINT (44.1 50.74),"{""payment_method"":""wire_transfer"",""terms"":""immediate"",""po_number"":""PO-2026-0047"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",pending,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
48,1290,2501,651,20,13982.9900,0.0000,279659.80000000,2026-08-12 20:04:34.103928,POINT (-77.37 20.48),"{""payment_method"":""ach"",""terms"":""net_60"",""po_number"":""PO-2026-0048"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",refunded,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
49,2762,1443,510,6,34569.9900,0.0000,207419.94000000,2026-08-12 20:04:34.112096,POINT (102.49 -22.19),"{""payment_method"":""credit_card"",""terms"":""net_60"",""po_number"":""PO-2026-0049"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",refunded,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
50,1841,3922,982,34,32445.9900,0.0000,1103163.66000000,2026-08-12 20:04:34.116179,POINT (-152.35 -37.39),"{""payment_method"":""crypto"",""terms"":""net_60"",""po_number"":""PO-2026-0050"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",pending,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
51,42,6016,805,1,86175.9900,0.0000,86175.99000000,2026-08-12 20:04:34.124336,POINT (112.63 0.92),"{""payment_method"":""wire_transfer"",""terms"":""immediate"",""po_number"":""PO-2026-0051"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",disputed,2026-08-12 20:11:23.339110,9999-12-31 23:59:59.999999
52,1882,7875,419,10,57453.9900,0.0000,574539.90000000,2026-08-12 20:04:34.128420,POINT (-125.95 -8.78),"{""payment_method"":""credit_card"",""terms"":""net_60"",""po_number"":""PO-2026-0052"",""processed"":true,""discount_code"":null}",completed,2026-08-12 20:04:34.128420,9999-12-31 23:59:59.999999
53,2477,5834,641,27,54856.9900,0.0000,1481138.73000000,2026-08-12 20:04:34.136583,POINT (66.4 69.56),"{""payment_method"":""sepa"",""terms"":""immediate"",""po_number"":""PO-2026-0053"",""processed"":true,""discount_code"":null}",pending,2026-08-12 20:04:34.136583,9999-12-31 23:59:59.999999
54,1635,5985,589,1,22945.9900,0.0000,22945.99000000,2026-08-12 20:04:34.140669,POINT (-48.1 88.09),"{""payment_method"":""wire_transfer"",""terms"":""net_30"",""po_number"":""PO-2026-0054"",""processed"":false,""discount_code"":null}",disputed,2026-08-12 20:04:34.140669,9999-12-31 23:59:59.999999
55,1304,2080,209,1,84112.9900,0.0000,84112.99000000,2026-08-12 20:04:34.148832,POINT (64.79 -64.05),"{""payment_method"":""sepa"",""terms"":""net_30"",""po_number"":""PO-2026-0055"",""processed"":false,""discount_code"":null}",pending,2026-08-12 20:04:34.148832,9999-12-31 23:59:59.999999
56,4900,3041,819,21,97908.9900,0.1500,1747675.47150000,2026-08-12 20:04:34.152916,POINT (116.2 62.57),"{""payment_method"":""crypto"",""terms"":""net_30"",""po_number"":""PO-2026-0056"",""processed"":true,""discount_code"":""SAVE15""}",completed,2026-08-12 20:04:34.152916,9999-12-31 23:59:59.999999
57,2139,7797,283,35,27213.9900,0.0000,952489.65000000,2026-08-12 20:04:34.161071,POINT (91.39 48.5),"{""payment_method"":""wire_transfer"",""terms"":""net_30"",""po_number"":""PO-2026-0057"",""processed"":false,""discount_code"":null}",completed,2026-08-12 20:04:34.161071,9999-12-31 23:59:59.999999
58,3433,6346,682,34,67887.9900,0.0000,2308191.66000000,2026-08-12 20:04:34.165144,POINT (176.68 -54.61),"{""payment_method"":""crypto"",""terms"":""net_60"",""po_number"":""PO-2026-0058"",""processed"":true,""discount_code"":null}",refunded,2026-08-12 20:04:34.165144,9999-12-31 23:59:59.999999
59,2921,4880,703,43,30176.9900,0.0000,1297610.57000000,2026-08-12 20:04:34.173301,POINT (-105.86 39.87),"{""payment_method"":""credit_card"",""terms"":""net_60"",""po_number"":""PO-2026-0059"",""processed"":false,""discount_code"":null}",refunded,2026-08-12 20:04:34.173301,9999-12-31 23:59:59.999999
60,4689,6907,395,27,73954.9900,0.0000,1996784.73000000,2026-08-12 20:04:34.177375,POINT (127.41 61.74),"{""payment_method"":""crypto"",""terms"":""immediate"",""po_number"":""PO-2026-0060"",""processed"":false,""discount_code"":null}",refunded,2026-08-12 20:04:34.177375,9999-12-31 23:59:59.999999
61,1926,6035,333,9,43161.9900,0.1500,330189.22350000,2026-08-12 20:04:34.185542,POINT (155.59 80.63),"{""payment_method"":""wire_transfer"",""terms"":""immediate"",""po_number"":""PO-2026-0061"",""processed"":false,""discount_code"":""SAVE15""}",completed,2026-08-12 20:04:34.185542,9999-12-31 23:59:59.999999
62,2973,3507,895,44,23982.9900,0.0000,1055251.56000000,2026-08-12 20:04:34.189628,POINT (28.12 -87.06),"{""payment_method"":""credit_card"",""terms"":""immediate"",""po_number"":""PO-2026-0062"",""processed"":false,""discount_code"":null}",pending,2026-08-12 20:04:34.189628,9999-12-31 23:59:59.999999
63,2523,4557,41,37,75812.9900,0.1500,2384318.53550000,2026-08-12 20:04:34.197787,POINT (-66.72 68.29),"{""payment_method"":""wire_transfer"",""terms"":""net_60"",""po_number"":""PO-2026-0063"",""processed"":true,""discount_code"":""SAVE15""}",disputed,2026-08-12 20:04:34.197787,9999-12-31 23:59:59.999999
64,2165,3352,980,49,14063.9900,0.0000,689135.51000000,2026-08-12 20:04:34.201871,POINT (-59.24 60.69),"{""payment_method"":""crypto"",""terms"":""net_60"",""po_number"":""PO-2026-0064"",""processed"":true,""discount_code"":null}",pending,2026-08-12 20:04:34.201871,9999-12-31 23:59:59.999999
65,1535,3401,708,11,73383.9900,0.0000,807223.89000000,2026-08-12 20:04:34.210025,POINT (177.19 10.23),"{""payment_method"":""credit_card"",""terms"":""net_30"",""po_number"":""PO-2026-0065"",""processed"":false,""discount_code"":null}",pending,2026-08-12 20:04:34.210025,9999-12-31 23:59:59.999999
66,1250,2631,653,50,47235.9900,0.0000,2361799.50000000,2026-08-12 20:04:34.218171,POINT (151.11 37.22),"{""payment_method"":""wire_transfer"",""terms"":""net_60"",""po_number"":""PO-2026-0066"",""processed"":true,""discount_code"":null}",pending,2026-08-12 20:04:34.218171,9999-12-31 23:59:59.999999
67,1238,1353,374,3,50832.9900,0.0000,152498.97000000,2026-08-12 20:04:34.222242,POINT (-11 -1.27),"{""payment_method"":""wire_transfer"",""terms"":""net_60"",""po_number"":""PO-2026-0067"",""processed"":true,""discount_code"":null}",disputed,2026-08-12 20:04:34.222242,9999-12-31 23:59:59.999999
68,3939,7071,669,9,29344.9900,0.0000,264104.91000000,2026-08-12 20:04:34.230382,POINT (153.89 -4.34),"{""payment_method"":""wire_transfer"",""terms"":""net_60"",""po_number"":""PO-2026-0068"",""processed"":true,""discount_code"":null}",disputed,2026-08-12 20:04:34.230382,9999-12-31 23:59:59.999999
69,593,2714,785,36,26759.9900,0.0000,963359.64000000,2026-08-12 20:04:34.234451,POINT (89.51 -28.79),"{""payment_method"":""wire_transfer"",""terms"":""net_30"",""po_number"":""PO-2026-0069"",""processed"":true,""discount_code"":null}",pending,2026-08-12 20:04:34.234451,9999-12-31 23:59:59.999999
70,949,3220,444,23,81934.9900,0.0000,1884504.77000000,2026-08-12 20:04:34.242609,POINT (-40.03 65.74),"{""payment_method"":""crypto"",""terms"":""net_30"",""po_number"":""PO-2026-0070"",""processed"":false,""discount_code"":null}",completed,2026-08-12 20:04:34.242609,9999-12-31 23:59:59.999999
71,4025,3821,313,25,10634.9900,0.0000,265874.75000000,2026-08-12 20:04:34.246691,POINT (38.52 -17.1),"{""payment_method"":""ach"",""terms"":""net_45"",""po_number"":""PO-2026-0071"",""processed"":false,""discount_code"":null}",refunded,2026-08-12 20:04:34.246691,9999-12-31 23:59:59.999999
72,774,6086,309,40,64502.9900,0.0000,2580119.60000000,2026-08-12 20:04:34.254962,POINT (-95.78 -28.81),"{""payment_method"":""wire_transfer"",""terms"":""net_45"",""po_number"":""PO-2026-0072"",""processed"":true,""discount_code"":null}",disputed,2026-08-12 20:04:34.254962,9999-12-31 23:59:59.999999
73,2993,5376,463,45,41903.9900,0.0000,1885679.55000000,2026-08-12 20:04:34.259042,POINT (110.8 9.96),"{""payment_method"":""sepa"",""terms"":""immediate"",""po_number"":""PO-2026-0073"",""processed"":false,""discount_code"":null}",refunded,2026-08-12 20:04:34.259042,9999-12-31 23:59:59.999999
74,35,3648,694,36,73877.9900,0.0000,2659607.64000000,2026-08-12 20:04:34.267201,POINT (18.83 -44.47),"{""payment_method"":""crypto"",""terms"":""immediate"",""po_number"":""PO-2026-0074"",""processed"":false,""discount_code"":null}",refunded,2026-08-12 20:04:34.267201,9999-12-31 23:59:59.999999
75,280,8971,926,43,34318.9900,0.1500,1254359.08450000,2026-08-12 20:04:34.271281,POINT (119.95 -73.71),"{""payment_method"":""crypto"",""terms"":""net_60"",""po_number"":""PO-2026-0075"",""processed"":false,""discount_code"":""SAVE15""}",refunded,2026-08-12 20:04:34.271281,9999-12-31 23:59:59.999999
76,4025,5852,184,17,31684.9900,0.0000,538644.83000000,2026-08-12 20:04:34.279441,POINT (124.77 23.25),"{""payment_method"":""sepa"",""terms"":""net_60"",""po_number"":""PO-2026-0076"",""processed"":true,""discount_code"":null}",disputed,2026-08-12 20:04:34.279441,9999-12-31 23:59:59.999999
77,2209,2629,414,35,23095.9900,0.0000,808359.65000000,2026-08-12 20:04:34.283524,POINT (-33.78 -36.29),"{""payment_method"":""sepa"",""terms"":""net_30"",""po_number"":""PO-2026-0077"",""processed"":false,""discount_code"":null}",completed,2026-08-12 20:04:34.283524,9999-12-31 23:59:59.999999
78,2435,2341,350,36,47703.9900,0.0000,1717343.64000000,2026-08-12 20:04:34.291686,POINT (103.35 -61.5),"{""payment_method"":""wire_transfer"",""terms"":""net_30"",""po_number"":""PO-2026-0078"",""processed"":true,""discount_code"":null}",completed,2026-08-12 20:04:34.291686,9999-12-31 23:59:59.999999
79,3009,6740,571,12,51131.9900,0.1500,521546.29800000,2026-08-12 20:04:34.295757,POINT (31.93 39.84),"{""payment_method"":""crypto"",""terms"":""net_60"",""po_number"":""PO-2026-0079"",""processed"":false,""discount_code"":""SAVE15""}",refunded,2026-08-12 20:04:34.295757,9999-12-31 23:59:59.999999
80,3906,7758,902,39,33612.9900,0.0000,1310906.61000000,2026-08-12 20:04:34.303934,POINT (-162.28 -60.66),"{""payment_method"":""ach"",""terms"":""net_60"",""po_number"":""PO-2026-0080"",""processed"":true,""discount_code"":null}",refunded,2026-08-12 20:04:34.303934,9999-12-31 23:59:59.999999
81,2569,4665,894,49,58693.9900,0.0000,2876005.51000000,2026-08-12 20:04:34.312102,POINT (69.3 8.01),"{""payment_method"":""wire_transfer"",""terms"":""net_30"",""po_number"":""PO-2026-0081"",""processed"":false,""discount_code"":null}",disputed,2026-08-12 20:04:34.312102,9999-12-31 23:59:59.999999
82,1248,5071,303,10,81043.9900,0.0000,810439.90000000,2026-08-12 20:04:34.316186,POINT (-90.33 -65.34),"{""payment_method"":""ach"",""terms"":""net_45"",""po_number"":""PO-2026-0082"",""processed"":true,""discount_code"":null}",pending,2026-08-12 20:04:34.316186,9999-12-31 23:59:59.999999
83,3541,8157,482,26,62019.9900,0.0000,1612519.74000000,2026-08-12 20:04:34.324341,POINT (-11.67 36.58),"{""payment_method"":""ach"",""terms"":""net_60"",""po_number"":""PO-2026-0083"",""processed"":false,""discount_code"":null}",pending,2026-08-12 20:04:34.324341,9999-12-31 23:59:59.999999
84,4927,5401,744,27,47937.9900,0.0000,1294325.73000000,2026-08-12 20:04:34.328426,POINT (-168.79 73.53),"{""payment_method"":""sepa"",""terms"":""net_60"",""po_number"":""PO-2026-0084"",""processed"":true,""discount_code"":null}",pending,2026-08-12 20:04:34.328426,9999-12-31 23:59:59.999999
85,3210,9277,909,12,7355.9900,0.0000,88271.88000000,2026-08-12 20:04:34.336581,POINT (1.81 63.26),"{""payment_method"":""sepa"",""terms"":""immediate"",""po_number"":""PO-2026-0085"",""processed"":true,""discount_code"":null}",completed,2026-08-12 20:04:34.336581,9999-12-31 23:59:59.999999
