53,Enterprise Monitoring Solution 53,Monitoring,Enterprise,24008.9900,14405.3940,"Specs: Cores=5, RAM=393GB",Enterprise Monitoring Solution 53 Monitoring Enterprise,554,28,0,2026-08-12 20:04:32.492407
54,Advanced Infrastructure Solution 54,Infrastructure,Advanced,5677.9900,3406.7940,"Specs: Cores=76, RAM=253GB",Advanced Infrastructure Solution 54 Infrastructure Advanced,95,43,0,2026-08-12 20:04:32.492407
55,Professional Security Solution 55,Security,Professional,9496.9900,5698.1940,"Specs: Cores=57, RAM=265GB",Professional Security Solution 55 Security Professional,961,25,0,2026-08-12 20:04:32.492407
56,Premium Services Solution 56,Services,Premium,67708.9900,40625.3940,"Specs: Cores=67, RAM=87GB",Premium Services Solution 56 Services Premium,933,19,0,2026-08-12 20:04:32.496486
57,Basic Software Solution 57,Software,Basic,49047.9900,29428.7940,"Specs: Cores=119, RAM=420GB",Basic Software Solution 57 Software Basic,140,26,0,2026-08-12 20:04:32.496486
58,Ultimate Storage Solution 58,Storage,Ultimate,24425.9900,14655.5940,"Specs: Cores=94, RAM=106GB",Ultimate Storage Solution 58 Storage Ultimate,679,43,0,2026-08-12 20:04:32.496486
59,Starter Software Solution 59,Software,Starter,29404.9900,17642.9940,"Specs: Cores=120, RAM=333GB",Starter Software Solution 59 Software Starter,754,41,0,2026-08-12 20:04:32.500563
60,Ultimate Storage Solution 60,Storage,Ultimate,15681.9900,9409.1940,"Specs: Cores=90, RAM=453GB",Ultimate Storage Solution 60 Storage Ultimate,799,46,0,2026-08-12 20:04:32.500563
61,Lite Security Solution 61,Security,Lite,49259.9900,29555.9940,"Specs: Cores=41, RAM=208GB",Lite Security Solution 61 Security Lite,588,35,0,2026-08-12 20:04:32.500563
62,Starter Hardware Solution 62,Hardware,Starter,25938.9900,15563.3940,"Specs: Cores=26, RAM=14GB",Starter Hardware Solution 62 Hardware Starter,967,52,0,2026-08-12 20:04:32.504640
63,Advanced Monitoring Solution 63,Monitoring,Advanced,40084.9900,24050.9940,"Specs: Cores=124, RAM=295GB",Advanced Monitoring Solution 63 Monitoring Advanced,76,41,0,2026-08-12 20:04:32.504640
64,Pro Development Solution 64,Development,Pro,57162.9900,34297.7940,"Specs: Cores=103, RAM=464GB",Pro Development Solution 64 Development Pro,174,41,0,2026-08-12 20:04:32.504640
65,Enterprise Infrastructure Solution 65,Infrastructure,Enterprise,46265.9900,27759.5940,"Specs: Cores=87, RAM=215GB",Enterprise Infrastructure Solution 65 Infrastructure Enterprise,72,59,0,2026-08-12 20:04:32.508716
66,Starter Software Solution 66,Software,Starter,72468.9900,43481.3940,"Specs: Cores=64, RAM=483GB",Starter Software Solution 66 Software Starter,805,31,0,2026-08-12 20:04:32.508716
67,Starter Hardware Solution 67,Hardware,Starter,68865.9900,41319.5940,"Specs: Cores=0, RAM=47GB",Starter Hardware Solution 67 Hardware Starter,699,43,0,2026-08-12 20:04:32.508716
68,Basic Hardware Solution 68,Hardware,Basic,30240.9900,18144.5940,"Specs: Cores=6, RAM=59GB",Basic Hardware Solution 68 Hardware Basic,253,22,0,2026-08-12 20:04:32.512763
69,Ultimate Software Solution 69,Software,Ultimate,70883.9900,42530.3940,"Specs: Cores=14, RAM=39GB",Ultimate Software Solution 69 Software Ultimate,886,58,0,2026-08-12 20:04:32.512763
70,Lite Infrastructure Solution 70,Infrastructure,Lite,47394.9900,28436.9940,"Specs: Cores=67, RAM=238GB",Lite Infrastructure Solution 70 Infrastructure Lite,930,31,0,2026-08-12 20:04:32.512763
71,Advanced Security Solution 71,Security,Advanced,2448.9900,1469.3940,"Specs: Cores=31, RAM=166GB",Advanced Security Solution 71 Security Advanced,965,28,0,2026-08-12 20:04:32.516848
72,Pro Storage Solution 72,Storage,Pro,89695.9900,53817.5940,"Specs: Cores=113, RAM=420GB",Pro Storage Solution 72 Storage Pro,835,37,0,2026-08-12 20:04:32.516848
73,Starter Storage Solution 73,Storage,Starter,84667.9900,50800.7940,"Specs: Cores=52, RAM=478GB",Starter Storage Solution 73 Storage Starter,296,35,0,2026-08-12 20:04:32.516848
74,Starter Software Solution 74,Software,Starter,68395.9900,41037.5940,"Specs: Cores=57, RAM=192GB",Starter Software Solution 74 Software Starter,105,18,0,2026-08-12 20:04:32.516848
75,Lite Security Solution 75,Security,Lite,83862.9900,50317.7940,"Specs: Cores=47, RAM=493GB",Lite Security Solution 75 Security Lite,49,41,0,2026-08-12 20:04:32.520922
76,Pro Security Solution 76,Security,Pro,14628.9900,8777.3940,"Specs: Cores=105, RAM=377GB",Pro Security Solution 76 Security Pro,241,19,0,2026-08-12 20:04:32.520922
77,Starter Infrastructure Solution 77,Infrastructure,Starter,55726.9900,33436.1940,"Specs: Cores=92, RAM=324GB",Starter Infrastructure Solution 77 Infrastructure Starter,710,43,0,2026-08-12 20:04:32.520922
78,Standard Hardware Solution 78,Hardware,Standard,32908.9900,19745.3940,"Specs: Cores=29, RAM=335GB",Standard Hardware Solution 78 Hardware Standard,276,27,0,2026-08-12 20:04:32.524995
79,Lite Services Solution 79,Services,Lite,92589.9900,55553.9940,"Specs: Cores=111, RAM=139GB",Lite Services Solution 79 Services Lite,802,54,0,2026-08-12 20:04:32.524995
80,Starter Infrastructure Solution 80,Infrastructure,Starter,90854.9900,54512.9940,"Specs: Cores=8, RAM=161GB",Starter Infrastructure Solution 80 Infrastructure Starter,653,14,0,2026-08-12 20:04:32.524995
81,Pro Hardware Solution 81,Hardware,Pro,91364.9900,54818.9940,"Specs: Cores=82, RAM=206GB",Pro Hardware Solution 81 Hardware Pro,771,48,0,2026-08-12 20:04:32.529068
82,Basic Software Solution 82,Software,Basic,13929.9900,8357.9940,"Specs: Cores=70, RAM=316GB",Basic Software Solution 82 Software Basic,538,46,0,2026-08-12 20:04:32.529068
83,Premium Services Solution 83,Services,Premium,82348.9900,49409.3940,"Specs: Cores=26, RAM=324GB",Premium Services Solution 83 Services Premium,994,49,0,2026-08-12 20:04:32.533149
84,Premium Services Solution 84,Services,Premium,17652.9900,10591.7940,"Specs: Cores=54, RAM=476GB",Premium Services Solution 84 Services Premium,631,16,0,2026-08-12 20:04:32.533149
85,Enterprise Security Solution 85,Security,Enterprise,91454.9900,54872.9940,"Specs: Cores=89, RAM=133GB",Enterprise Security Solution 85 Security Enterprise,594,32,0,2026-08-12 20:04:32.533149
86,Premium Storage Solution 86,Storage,Premium,18701.9900,11221.1940,"Specs: Cores=93, RAM=270GB",Premium Storage Solution 86 Storage Premium,758,52,0,2026-08-12 20:04:32.537227
87,Professional Hardware Solution 87,Hardware,Professional,85572.9900,51343.7940,"Specs: Cores=20, RAM=192GB",Professional Hardware Solution 87 Hardware Professional,28,52,0,2026-08-12 20:04:32.537227
88,Ultimate Security Solution 88,Security,Ultimate,18122.9900,10873.7940,"Specs: Cores=72, RAM=505GB",Ultimate Security Solution 88 Security Ultimate,744,28,0,2026-08-12 20:04:32.537227
89,Premium Cloud Solution 89,Cloud,Premium,67595.9900,40557.5940,"Specs: Cores=125, RAM=232GB",Premium Cloud Solution 89 Cloud Premium,290,18,0,2026-08-12 20:04:32.541311
90,Starter Infrastructure Solution 90,Infrastructure,Starter,38415.9900,23049.5940,"Specs: Cores=32, RAM=62GB",Starter Infrastructure Solution 90 Infrastructure Starter,366,48,0,2026-08-12 20:04:32.541311
91,Starter Cloud Solution 91,Cloud,Starter,31092.9900,18655.7940,"Specs: Cores=108, RAM=184GB",Starter Cloud Solution 91 Cloud Starter,238,56,0,2026-08-12 20:04:32.541311
92,Pro Software Solution 92,Software,Pro,69385.9900,41631.5940,"Specs: Cores=83, RAM=144GB",Pro Software Solution 92 Software Pro,714,22,0,2026-08-12 20:04:32.545390
93,Advanced Analytics Solution 93,Analytics,Advanced,96200.9900,57720.5940,"Specs: Cores=126, RAM=100GB",Advanced Analytics Solution 93 Analytics Advanced,889,42,0,2026-08-12 20:04:32.545390
94,Advanced Hardware Solution 94,Hardware,Advanced,76973.9900,46184.3940,"Specs: Cores=40, RAM=330GB",Advanced Hardware Solution 94 Hardware Advanced,945,24,0,2026-08-12 20:04:32.545390
95,Professional Monitoring Solution 95,Monitoring,Professional,58907.9900,35344.7940,"Specs: Cores=62, RAM=465GB",Professional Monitoring Solution 95 Monitoring Professional,315,16,0,2026-08-12 20:04:32.549468
96,Premium Storage Solution 96,Storage,Premium,60786.9900,36472.1940,"Specs: Cores=93, RAM=409GB",Premium Storage Solution 96 Storage Premium,638,21,0,2026-08-12 20:04:32.549468
97,Enterprise Software Solution 97,Software,Enterprise,20317.9900,12190.7940,"Specs: Cores=10, RAM=416GB",Enterprise Software Solution 97 Software Enterprise,324,11,0,2026-08-12 20:04:32.549468
98,Ultimate Monitoring Solution 98,Monitoring,Ultimate,53621.9900,32173.1940,"Specs: Cores=12, RAM=415GB",Ultimate Monitoring Solution 98 Monitoring Ultimate,118,13,0,2026-08-12 20:04:32.553545
99,Basic Services Solution 99,Services,Basic,57562.9900,34537.7940,"Specs: Cores=54, RAM=350GB",Basic Services Solution 99 Services Basic,103,27,0,2026-08-12 20:04:32.553545
100,Professional Software Solution 100,Software,Professional,31480.9900,18888.5940,"Specs: Cores=108, RAM=406GB",Professional Software Solution 100 Software Professional,822,31,0,2026-08-12 20:04:32.553545
101,Standard Development Solution 101,Development,Standard,57221.9900,34333.1940,"Specs: Cores=51, RAM=87GB",Standard Development Solution 101 Development Standard,664,44,0,2026-08-12 20:04:32.557623
102,Enterprise Services Solution 102,Services,Enterprise,57878.9900,34727.3940,"Specs: Cores=10, RAM=460GB",Enterprise Services Solution 102 Services Enterprise,46,15,0,2026-08-12 20:04:32.557623
103,Lite Software Solution 103,Software,Lite,84941.9900,50965.1940,"Specs: Cores=65, RAM=271GB",Lite Software Solution 103 Software Lite,970,39,0,2026-08-12 20:04:32.557623
104,Enterprise Security Solution 104,Security,Enterprise,95378.9900,57227.3940,"Specs: Cores=99, RAM=40GB",Enterprise Security Solution 104 Security Enterprise,15,17,0,2026-08-12 20:04:32.561695
105,Enterprise Analytics Solution 105,Analytics,Enterprise,61546.9900,36928.1940,"Specs: Cores=43, RAM=330GB",Enterprise Analytics Solution 105 Analytics Enterprise,260,10,0,2026-08-12 20:04:32.561695
106,Enterprise Services Solution 106,Services,Enterprise,91278.9900,54767.3940,"Specs: Cores=127, RAM=20GB",Enterprise Services Solution 106 Services Enterprise,807,41,0,2026-08-12 20:04:32.565856
107,Starter Software Solution 107,Software,Starter,10625.9900,6375.5940,"Specs: Cores=74, RAM=180GB",Starter Software Solution 107 Software Starter,454,24,0,2026-08-12 20:04:32.565856
108,Advanced Infrastructure Solution 108,Infrastructure,Advanced,89151.9900,53491.1940,"Specs: Cores=114, RAM=8GB",Advanced Infrastructure Solution 108 Infrastructure Advanced,229,35,0,2026-08-12 20:04:32.565856
109,Premium Storage Solution 109,Storage,Premium,46188.9900,27713.3940,"Specs: Cores=22, RAM=448GB",Premium Storage Solution 109 Storage Premium,414,24,0,2026-08-12 20:04:32.569943
110,Basic Services Solution 110,Services,Basic,518.9900,311.3940,"Specs: Cores=113, RAM=317GB",Basic Services Solution 110 Services Basic,568,25,0,2026-08-12 20:04:32.569943
111,Ultimate Services Solution 111,Services,Ultimate,77143.9900,46286.3940,"Specs: Cores=29, RAM=108GB",Ultimate Services Solution 111 Services Ultimate,16,29,0,2026-08-12 20:04:32.569943
112,Basic Storage Solution 112,Storage,Basic,29329.9900,17597.9940,"Specs: Cores=109, RAM=119GB",Basic Storage Solution 112 Storage Basic,436,29,0,2026-08-12 20:04:32.574034
113,Standard Analytics Solution 113,Analytics,Standard,8158.9900,4895.3940,"Specs: Cores=61, RAM=91GB",Standard Analytics Solution 113 Analytics Standard,402,24,0,2026-08-12 20:04:32.574034
114,Ultimate Monitoring Solution 114,Monitoring,Ultimate,89263.9900,53558.3940,"Specs: Cores=96, RAM=234GB",Ultimate Monitoring Solution 114 Monitoring Ultimate,422,58,0,2026-08-12 20:04:32.578119
115,Professional Software Solution 115,Software,Professional,62819.9900,37691.9940,"Specs: Cores=29, RAM=482GB",Professional Software Solution 115 Software Professional,572,48,0,2026-08-12 20:04:32.578119
116,Basic Services Solution 116,Services,Basic,94719.9900,56831.9940,"Specs: Cores=79, RAM=118GB",Basic Services Solution 116 Services Basic,766,48,0,2026-08-12 20:04:32.582192
117,Pro Analytics Solution 117,Analytics,Pro,43984.9900,26390.9940,"Specs: Cores=106, RAM=307GB",Pro Analytics Solution 117 Analytics Pro,823,41,0,2026-08-12 20:04:32.582192
118,Pro Analytics Solution 118,Analytics,Pro,43671.9900,26203.1940,"Specs: Cores=36, RAM=77GB",Pro Analytics Solution 118 Analytics Pro,293,56,0,2026-08-12 20:04:32.582192
119,Starter Infrastructure Solution 119,Infrastructure,Starter,16814.9900,10088.9940,"Specs: Cores=33, RAM=40GB",Starter Infrastructure Solution 119 Infrastructure Starter,356,14,0,2026-08-12 20:04:32.586269
120,Enterprise Cloud Solution 120,Cloud,Enterprise,82768.9900,49661.3940,"Specs: Cores=65, RAM=431GB",Enterprise Cloud Solution 120 Cloud Enterprise,787,46,0,2026-08-12 20:04:32.586269
121,Advanced Storage Solution 121,Storage,Advanced,6458.9900,3875.3940,"Specs: Cores=95, RAM=116GB",Advanced Storage Solution 121 Storage Advanced,702,12,0,2026-08-12 20:04:32.586269
122,Ultimate Analytics Solution 122,Analytics,Ultimate,81295.9900,48777.5940,"Specs: Cores=105, RAM=179GB",Ultimate Analytics Solution 122 Analytics Ultimate,898,39,0,2026-08-12 20:04:32.590346
123,Starter Analytics Solution 123,Analytics,Starter,29350.9900,17610.5940,"Specs: Cores=36, RAM=159GB",Starter Analytics Solution 123 Analytics Starter,250,38,0,2026-08-12 20:04:32.590346
124,Advanced Services Solution 124,Services,Advanced,81192.9900,48715.7940,"Specs: Cores=57, RAM=377GB",Advanced Services Solution 124 Services Advanced,141,43,0,2026-08-12 20:04:32.590346
125,Enterprise Infrastructure Solution 125,Infrastructure,Enterprise,5243.9900,3146.3940,"Specs: Cores=2, RAM=120GB",Enterprise Infrastructure Solution 125 Infrastructure Enterprise,742,26,0,2026-08-12 20:04:32.594424
126,Professional Storage Solution 126,Storage,Professional,54644.9900,32786.9940,"Specs: Cores=107, RAM=163GB",Professional Storage Solution 126 Storage Professional,917,48,0,2026-08-12 20:04:32.594424
127,Basic Storage Solution 127,Storage,Basic,72246.9900,43348.1940,"Specs: Cores=20, RAM=80GB",Basic Storage Solution 127 Storage Basic,739,48,0,2026-08-12 20:04:32.594424
128,Starter Services Solution 128,Services,Starter,25638.9900,15383.3940,"Specs: Cores=45, RAM=461GB",Starter Services Solution 128 Services Starter,690,11,0,2026-08-12 20:04:32.598502
129,Starter Software Solution 129,Software,Starter,22905.9900,13743.5940,"Specs: Cores=116, RAM=463GB",Starter Software Solution 129 Software Starter,671,34,0,2026-08-12 20:04:32.598502
130,Professional Monitoring Solution 130,Monitoring,Professional,29825.9900,17895.5940,"Specs: Cores=85, RAM=205GB",Professional Monitoring Solution 130 Monitoring Professional,263,18,0,2026-08-12 20:04:32.598502
131,Pro Security Solution 131,Security,Pro,13845.9900,8307.5940,"Specs: Cores=0, RAM=126GB",Pro Security Solution 131 Security Pro,70,46,0,2026-08-12 20:04:32.602580
132,Lite Security Solution 132,Security,Lite,92301.9900,55381.1940,"Specs: Cores=102, RAM=24GB",Lite Security Solution 132 Security Lite,52,22,0,2026-08-12 20:04:32.602580
133,Enterprise Development Solution 133,Development,Enterprise,51140.9900,30684.5940,"Specs: Cores=111, RAM=326GB",Enterprise Development Solution 133 Development Enterprise,327,20,0,2026-08-12 20:04:32.606654
134,Professional Analytics Solution 134,Analytics,Professional,5011.9900,3007.1940,"Specs: Cores=106, RAM=293GB",Professional Analytics Solution 134 Analytics Professional,802,27,0,2026-08-12 20:04:32.606654
135,Starter Services Solution 135,Services,Starter,9608.9900,5765.3940,"Specs: Cores=10, RAM=244GB",Starter Services Solution 135 Services Starter,544,51,0,2026-08-12 20:04:32.606654
136,Enterprise Hardware Solution 136,Hardware,Enterprise,67661.9900,40597.1940,"Specs: Cores=94, RAM=286GB",Enterprise Hardware Solution 136 Hardware Enterprise,324,26,0,2026-08-12 20:04:32.610737
137,Basic Security Solution 137,Security,Basic,82855.9900,49713.5940,"Specs: Cores=64, RAM=442GB",Basic Security Solution 137 Security Basic,116,26,0,2026-08-12 20:04:32.610737
138,Advanced Analytics Solution 138,Analytics,Advanced,39048.9900,23429.3940,"Specs: Cores=34, RAM=491GB",Advanced Analytics Solution 138 Analytics Advanced,160,35,0,2026-08-12 20:04:32.610737
139,Lite Security Solution 139,Security,Lite,73213.9900,43928.3940,"Specs: Cores=85, RAM=417GB",Lite Security Solution 139 Security Lite,993,19,0,2026-08-12 20:04:32.614815
140,Starter Monitoring Solution 140,Monitoring,Starter,2771.9900,1663.1940,"Specs: Cores=15, RAM=338GB",Starter Monitoring Solution 140 Monitoring Starter,869,16,0,2026-08-12 20:04:32.614815
141,Advanced Analytics Solution 141,Analytics,Advanced,78695.9900,47217.5940,"Specs: Cores=101, RAM=42GB",Advanced Analytics Solution 141 Analytics Advanced,279,19,0,2026-08-12 20:04:32.614815
142,Ultimate Development Solution 142,Development,Ultimate,92630.9900,55578.5940,"Specs: Cores=40, RAM=92GB",Ultimate Development Solution 142 Development Ultimate,554,41,0,2026-08-12 20:04:32.618895
143,Advanced Services Solution 143,Services,Advanced,23166.9900,13900.1940,"Specs: Cores=96, RAM=159GB",Advanced Services Solution 143 Services Advanced,742,47,0,2026-08-12 20:04:32.618895
