146,2022,12,9,973.00,5539,741,NA,2026-08-12
147,2023,11,15,11793.00,2073,897,NA,2026-08-12
148,2024,11,27,39158.00,1565,839,APAC,2026-08-12
149,2020,1,14,11158.00,8339,635,MEA,2026-08-12
150,2023,9,13,47760.00,1567,392,APAC,2026-08-12
151,2024,1,16,30543.00,9467,814,APAC,2026-08-12
152,2024,7,3,67048.00,1819,792,APAC,2026-08-12
153,2024,5,20,91297.00,4214,326,NA,2026-08-12
154,2025,1,2,80071.00,1164,409,NA,2026-08-12
155,2020,7,20,79751.00,5281,771,NA,2026-08-12
156,2021,6,16,6160.00,4530,997,NA,2026-08-12
157,2022,8,10,52839.00,3258,679,EU,2026-08-12
158,2021,6,20,20287.00,2658,918,MEA,2026-08-12
159,2025,12,6,19117.00,7711,109,EU,2026-08-12
160,2022,5,5,13110.00,2849,213,APAC,2026-08-12
161,2020,7,24,76805.00,9102,84,APAC,2026-08-12
162,2021,7,5,93793.00,2190,901,APAC,2026-08-12
163,2025,7,19,40057.00,5333,905,LATAM,2026-08-12
164,2021,9,26,1005.00,4083,525,NA,2026-08-12
165,2023,4,15,63917.00,7584,595,LATAM,2026-08-12
166,2024,10,21,70836.00,1919,278,EU,2026-08-12
167,2021,4,19,79033.00,4557,920,APAC,2026-08-12
168,2024,4,27,17785.00,6437,252,MEA,2026-08-12
169,2024,9,14,93710.00,3090,289,MEA,2026-08-12
170,2022,12,18,54174.00,9718,1000,MEA,2026-08-12
171,2022,8,5,16613.00,6113,506,LATAM,2026-08-12
172,2022,2,11,35432.00,2003,776,EU,2026-08-12
173,2023,6,7,91132.00,4690,211,EU,2026-08-12
174,2023,9,23,15416.00,8223,912,MEA,2026-08-12
175,2020,5,17,64222.00,6597,160,EU,2026-08-12
176,2022,7,15,53432.00,1109,444,EU,2026-08-12
177,2020,3,11,71770.00,2239,810,APAC,2026-08-12
178,2021,10,7,36641.00,4198,931,MEA,2026-08-12
179,2024,9,20,15196.00,9554,643,EU,2026-08-12
180,2022,6,13,61850.00,5727,58,MEA,2026-08-12
181,2022,12,13,15616.00,5874,856,NA,2026-08-12
182,2024,10,27,10537.00,1669,748,APAC,2026-08-12
183,2024,6,19,46405.00,5494,655,LATAM,2026-08-12
184,2021,3,5,58276.00,5349,849,MEA,2026-08-12
185,2024,10,11,11328.00,8698,724,APAC,2026-08-12
186,2023,9,19,48426.00,1368,494,EU,2026-08-12
187,2022,6,12,53908.00,6581,114,MEA,2026-08-12
188,2020,9,18,32033.00,4043,482,APAC,2026-08-12
189,2022,9,15,2865.00,2084,606,APAC,2026-08-12
190,2025,9,13,82802.00,4229,957,MEA,2026-08-12
191,2020,1,11,98528.00,4766,244,EU,2026-08-12
192,2021,2,3,40794.00,8487,489,MEA,2026-08-12
193,2025,3,7,82796.00,9924,851,MEA,2026-08-12
194,2024,8,22,96677.00,7658,47,LATAM,2026-08-12
195,2020,11,3,42568.00,3683,806,LATAM,2026-08-12
196,2020,3,9,9586.00,3804,51,EU,2026-08-12
197,2021,12,6,59737.00,6282,433,MEA,2026-08-12
198,2020,1,3,75127.00,8206,918,EU,2026-08-12
199,2023,7,11,18635.00,5700,642,EU,2026-08-12
200,2022,9,16,39924.00,2770,295,EU,2026-08-12
201,2022,4,2,86611.00,2476,501,EU,2026-08-12
202,2023,4,12,15236.00,2246,120,NA,2026-08-12
203,2022,6,5,96572.00,8959,303,NA,2026-08-12
204,2024,4,15,34833.00,9313,909,APAC,2026-08-12
205,2025,8,25,63136.00,8688,783,LATAM,2026-08-12
206,2021,12,22,92374.00,6871,59,NA,2026-08-12
207,2021,5,16,24580.00,1199,918,EU,2026-08-12
208,2021,5,16,51244.00,5887,660,LATAM,2026-08-12
209,2020,1,26,43512.00,7698,299,EU,2026-08-12
210,2023,1,21,32470.00,8715,519,LATAM,2026-08-12
211,2024,12,16,6766.00,3600,381,EU,2026-08-12
212,2024,6,8,96638.00,7707,98,LATAM,2026-08-12
213,2022,4,15,73281.00,1147,687,MEA,2026-08-12
214,2024,3,22,26061.00,7206,492,MEA,2026-08-12
215,2020,11,5,13497.00,3156,305,LATAM,2026-08-12
216,2024,8,11,75603.00,2074,158,NA,2026-08-12
217,2022,7,28,20889.00,2080,11,APAC,2026-08-12
218,2024,11,12,71041.00,2991,202,EU,2026-08-12
219,2022,8,11,31656.00,9831,215,LATAM,2026-08-12
220,2021,5,23,82178.00,1789,79,APAC,2026-08-12
221,2021,7,2,90760.00,9391,754,EU,2026-08-12
222,2020,3,11,75597.00,3037,870,NA,2026-08-12
223,2024,10,27,53125.00,1046,562,APAC,2026-08-12
224,2020,11,16,47396.00,9511,947,APAC,2026-08-12
225,2022,2,3,36306.00,9764,606,EU,2026-08-12
226,2021,9,11,17318.00,4069,698,LATAM,2026-08-12
227,2022,2,14,54242.00,4789,24,EU,2026-08-12
228,2022,12,13,94520.00,8359,888,EU,2026-08-12
229,2025,12,2,3381.00,2704,659,MEA,2026-08-12
230,2025,2,7,52570.00,5953,636,EU,2026-08-12
231,2024,1,26,56130.00,3117,29,LATAM,2026-08-12
232,2025,2,12,73692.00,1070,452,APAC,2026-08-12
233,2020,7,8,52559.00,2585,125,LATAM,2026-08-12
234,2025,6,18,61665.00,2176,374,LATAM,2026-08-12
235,2024,3,3,6587.00,9767,140,NA,2026-08-12
236,2021,6,2,11553.00,1538,712,MEA,2026-08-12
237,2025,9,28,84291.00,2361,47,APAC,2026-08-12
238,2024,2,15,59119.00,7624,539,LATAM,2026-08-12
239,2023,10,18,56934.00,3311,544,APAC,2026-08-12
240,2020,5,6,52306.00,7656,376,MEA,2026-08-12
241,2025,2,3,14377.00,8235,46,MEA,2026-08-12
242,2020,1,11,29352.00,2832,221,MEA,2026-08-12
243,2024,5,28,11285.00,1527,256,LATAM,2026-08-12
244,2024,8,4,59739.00,9914,683,NA,2026-08-12
245,2020,7,18,18072.00,9551,107,NA,2026-08-12
246,2025,6,22,77172.00,6012,916,MEA,2026-08-12
247,2025,11,28,60926.00,8890,270,LATAM,2026-08-12
248,2020,9,5,76763.00,4378,703,EU,2026-08-12
249,2023,9,15,54524.00,2144,140,NA,2026-08-12
250,2025,9,3,38222.00,3709,208,EU,2026-08-12
251,2023,6,7,35051.00,5809,477,APAC,2026-08-12
252,2025,7,27,7473.00,6597,372,LATAM,2026-08-12
253,2021,5,27,65137.00,5143,826,NA,2026-08-12
254,2023,12,14,56426.00,2739,777,NA,2026-08-12
255,2021,9,20,90703.00,1198,422,APAC,2026-08-12
256,2023,9,12,44866.00,9667,706,NA,2026-08-12
257,2022,11,6,44933.00,9548,122,LATAM,2026-08-12
258,2021,2,13,11948.00,4387,197,MEA,2026-08-12
259,2025,7,20,61386.00,2936,44,EU,2026-08-12
260,2024,12,4,45718.00,2443,507,MEA,2026-08-12
261,2023,7,9,48811.00,7932,647,EU,2026-08-12
262,2022,7,5,60393.00,7509,213,LATAM,2026-08-12
263,2021,3,18,41559.00,7286,799,EU,2026-08-12
264,2025,3,14,92231.00,1401,943,LATAM,2026-08-12
265,2020,10,15,4559.00,4757,870,NA,2026-08-12
266,2021,5,16,35222.00,4676,658,LATAM,2026-08-12
267,2021,12,8,35751.00,3875,244,APAC,2026-08-12
268,2021,9,5,89895.00,9481,415,LATAM,2026-08-12
269,2023,1,6,51518.00,3821,939,NA,2026-08-12
270,2022,2,8,46601.00,7760,577,NA,2026-08-12
271,2020,2,18,62344.00,2933,70,LATAM,2026-08-12
272,2022,3,12,88904.00,6004,524,NA,2026-08-12
273,2022,11,4,54763.00,6904,233,EU,2026-08-12
274,2022,6,15,27563.00,2221,976,EU,2026-08-12
275,2022,1,2,54043.00,3055,815,LATAM,2026-08-12
276,2024,2,2,83140.00,1378,372,NA,2026-08-12
277,2025,5,14,77670.00,2736,636,MEA,2026-08-12
278,2024,8,28,94179.00,4440,392,LATAM,2026-08-12
279,2022,9,11,63115.00,6839,448,MEA,2026-08-12
280,2024,2,28,13735.00,6730,370,LATAM,2026-08-12
281,2020,8,16,10315.00,7828,539,LATAM,2026-08-12
282,2025,12,2,90475.00,8019,58,LATAM,2026-08-12
283,2022,2,22,86190.00,6764,624,MEA,2026-08-12
284,2021,6,11,686.00,5292,380,MEA,2026-08-12
285,2022,10,12,17705.00,4035,71,NA,2026-08-12
286,2021,5,6,29318.00,1129,377,APAC,2026-08-12
287,2024,7,21,30143.00,9811,186,MEA,2026-08-12
288,2021,3,27,78731.00,8402,226,EU,2026-08-12
289,2020,3,28,82383.00,1818,308,APAC,2026-08-12
290,2025,3,8,2758.00,4496,261,APAC,2026-08-12
291,2022,5,26,79115.00,2942,907,EU,2026-08-12
292,2023,7,26,56854.00,7476,599,MEA,2026-08-12
293,2025,12,5,72435.00,7567,628,LATAM,2026-08-12
294,2024,7,9,20375.00,7948,257,APAC,2026-08-12
295,2021,6,5,60457.00,1857,479,APAC,2026-08-12
296,2024,1,23,21814.00,2130,778,MEA,2026-08-12
297,2021,10,12,35059.00,5915,504,LATAM,2026-08-12
298,2025,3,26,54847.00,7433,371,NA,2026-08-12
299,2020,6,26,71307.00,9991,649,LATAM,2026-08-12
300,2020,7,7,1530.00,2128,366,EU,2026-08-12
301,2025,10,3,21934.00,4438,453,APAC,2026-08-12
302,2021,5,26,6953.00,7349,104,EU,2026-08-12
303,2022,8,9,28784.00,5163,296,MEA,2026-08-12
304,2025,12,15,78245.00,5651,636,APAC,2026-08-12
305,2022,7,7,96114.00,8435,688,EU,2026-08-12
306,2020,8,10,53577.00,8915,592,LATAM,2026-08-12
307,2020,10,18,7304.00,7655,527,LATAM,2026-08-12
308,2020,6,14,72994.00,2575,351,APAC,2026-08-12
309,2024,7,5,79319.00,9892,644,NA,2026-08-12
310,2020,11,19,3487.00,6105,434,NA,2026-08-12
311,2024,4,21,95072.00,1668,25,NA,2026-08-12
312,2022,12,25,17122.00,6253,385,MEA,2026-08-12
313,2025,6,20,14675.00,3358,895,APAC,2026-08-12
314,2022,11,16,19227.00,6827,199,EU,2026-08-12
315,2022,6,8,3559.00,6689,908,NA,2026-08-12
316,2025,8,12,1570.00,5825,979,APAC,2026-08-12
317,2025,1,11,18618.00,6614,204,MEA,2026-08-12
318,2025,5,22,31965.00,7244,392,APAC,2026-08-12
319,2024,2,1,209.00,2877,731,APAC,2026-08-12
320,2020,5,15,96494.00,1911,900,MEA,2026-08-12
321,2024,8,26,81732.00,4543,901,LATAM,2026-08-12
322,2022,6,25,76538.00,5909,266,NA,2026-08-12
323,2024,6,23,35696.00,4416,798,EU,2026-08-12
324,2022,8,23,12963.00,8797,407,LATAM,2026-08-12
325,2023,3,3,55355.00,6893,264,LATAM,2026-08-12
326,2025,7,6,24107.00,2811,311,LATAM,2026-08-12
327,2024,4,18,38123.00,1103,8,LATAM,2026-08-12
328,2024,9,19,43754.00,9465,566,EU,2026-08-12
329,2020,3,20,91860.00,4390,878,APAC,2026-08-12
330,2022,7,13,23378.00,1698,695,MEA,2026-08-12
331,2025,6,22,75126.00,4456,123,EU,2026-08-12
332,2025,3,14,49888.00,1026,747,APAC,2026-08-12
333,2025,11,13,56234.00,6523,751,MEA,2026-08-12
334,2020,12,2,57220.00,5252,448,EU,2026-08-12
335,2020,2,8,10121.00,2461,955,MEA,2026-08-12
336,2023,6,22,60558.00,9132,498,EU,2026-08-12
337,2022,9,4,24172.00,4254,477,NA,2026-08-12
338,2025,12,16,91000.00,5435,608,MEA,2026-08-12
339,2021,5,19,95529.00,8357,309,APAC,2026-08-12
340,2022,4,8,6393.00,8947,681,EU,2026-08-12
341,2021,10,3,21504.00,2963,466,APAC,2026-08-12
342,2025,2,15,29909.00,5794,291,NA,2026-08-12
343,2023,2,16,73210.00,9268,551,APAC,2026-08-12
344,2023,1,22,64757.00,5089,65,NA,2026-08-12
345,2021,1,9,78697.00,7849,517,APAC,2026-08-12
346,2025,4,19,8005.00,3022,104,LATAM,2026-08-12
347,2023,11,6,9620.00,9118,109,NA,2026-08-12
348,2022,4,12,76154.00,5309,102,MEA,2026-08-12
349,2020,4,6,41497.00,7758,442,EU,2026-08-12
350,2025,3,13,47883.00,2692,823,MEA,2026-08-12
351,2023,9,3,14292.00,2514,570,LATAM,2026-08-12
352,2023,11,1,47082.00,6798,949,APAC,2026-08-12
353,2020,10,16,62471.00,7814,531,LATAM,2026-08-12
354,2021,9,1,92489.00,8305,528,EU,2026-08-12
355,2022,5,3,59207.00,7726,770,APAC,2026-08-12
356,2022,8,6,10773.00,3440,483,APAC,2026-08-12
357,2023,1,9,29690.00,7205,211,MEA,2026-08-12
358,2024,8,28,38867.00,9178,595,LATAM,2026-08-12
359,2022,10,5,70810.00,8643,741,NA,2026-08-12
360,2025,5,11,13599.00,8556,776,EU,2026-08-12
361,2024,6,3,54605.00,2940,572,EU,2026-08-12
362,2022,8,15,16674.00,4284,336,NA,2026-08-12
363,2020,10,11,6927.00,2238,908,APAC,2026-08-12
364,2025,9,24,57763.00,2946,800,NA,2026-08-12
365,2020,8,12,25180.00,3280,64,NA,2026-08-12
366,2025,1,26,2682.00,5651,295,APAC,2026-08-12
367,2022,6,11,6067.00,2701,300,EU,2026-08-12
368,2023,8,15,34910.00,2219,664,MEA,2026-08-12
369,2022,11,10,97764.00,8361,734,NA,2026-08-12
370,2020,6,8,67653.00,4982,886,APAC,2026-08-12
371,2025,8,13,87692.00,2954,229,APAC,2026-08-12
372,2023,9,25,57862.00,7890,158,LATAM,2026-08-12
373,2020,1,22,10812.00,4110,544,EU,2026-08-12
374,2023,12,14,30943.00,2326,823,LATAM,2026-08-12
375,2022,2,6,81878.00,8625,305,APAC,2026-08-12
376,2022,1,12,3528.00,2700,625,MEA,2026-08-12
377,2023,7,24,60752.00,4869,7,LATAM,2026-08-12
378,2020,5,13,47396.00,2171,98,MEA,2026-08-12
379,2025,8,25,26076.00,8675,802,MEA,2026-08-12
380,2024,4,14,50426.00,5125,745,LATAM,2026-08-12
381,2020,7,20,72534.00,1493,996,NA,2026-08-12
382,2021,9,4,42621.00,9513,947,LATAM,2026-08-12
383,2020,3,10,17958.00,4353,566,APAC,2026-08-12
384,2025,5,27,57232.00,1912,425,EU,2026-08-12
385,2022,10,10,33767.00,4815,872,MEA,2026-08-12
386,2022,5,27,36016.00,9215,285,EU,2026-08-12
387,2025,5,12,14580.00,7101,489,EU,2026-08-12
388,2020,12,9,34516.00,4384,462,APAC,2026-08-12
389,2023,11,1,56972.00,1759,624,NA,2026-08-12
390,2021,7,12,56241.00,8148,465,MEA,2026-08-12
391,2021,3,18,61945.00,7759,654,LATAM,2026-08-12
392,2023,8,28,8902.00,5636,393,MEA,2026-08-12
393,2023,3,8,82970.00,6218,779,EU,2026-08-12
394,2023,12,7,49511.00,8169,336,NA,2026-08-12
395,2022,4,10,19254.00,5820,854,LATAM,2026-08-12
396,2020,3,23,25469.00,9241,186,MEA,2026-08-12
397,2024,4,24,46278.00,4609,523,NA,2026-08-12
398,2025,10,17,16765.00,9490,336,LATAM,2026-08-12
399,2024,1,20,54001.00,3660,369,NA,2026-08-12
400,2025,3,21,78729.00,1503,7,LATAM,2026-08-12
401,2021,5,10,92822.00,2500,921,APAC,2026-08-12
402,2024,2,26,80591.00,9781,916,EU,2026-08-12
403,2023,2,13,24329.00,4388,899,MEA,2026-08-12
404,2022,12,6,43358.00,5112,270,NA,2026-08-12
405,2020,2,19,55643.00,2233,559,NA,2026-08-12
406,2024,11,15,86954.00,5492,346,NA,2026-08-12
407,2025,3,14,79224.00,9983,369,MEA,2026-08-12
408,2021,9,24,15909.00,6125,576,APAC,2026-08-12
409,2023,12,4,17875.00,4143,452,EU,2026-08-12
410,2023,6,4,13448.00,2261,616,APAC,2026-08-12
411,2024,10,14,79124.00,6972,576,LATAM,2026-08-12
412,2022,7,9,51313.00,3319,327,NA,2026-08-12
413,2021,1,28,67347.00,6844,728,EU,2026-08-12
414,2021,6,16,67093.00,7197,319,APAC,2026-08-12
415,2024,6,20,24893.00,4687,432,MEA,2026-08-12
416,2024,7,8,83468.00,1085,880,EU,2026-08-12
417,2025,2,6,70366.00,2827,442,EU,2026-08-12
418,2022,8,25,30149.00,2995,425,MEA,2026-08-12
419,2023,3,22,40442.00,4959,795,LATAM,2026-08-12
420,2022,9,8,67825.00,9694,490,LATAM,2026-08-12
421,2022,7,6,58147.00,4517,98,NA,2026-08-12
422,2022,10,23,61760.00,7305,208,NA,2026-08-12
423,2025,3,5,11456.00,9450,136,LATAM,2026-08-12
424,2025,11,9,97908.00,5895,993,APAC,2026-08-12
425,2025,2,21,39165.00,5541,751,LATAM,2026-08-12
426,2023,2,24,70763.00,7830,292,LATAM,2026-08-12
427,2020,1,13,23687.00,7203,554,MEA,2026-08-12
428,2024,10,1,54954.00,4542,213,NA,2026-08-12
429,2024,11,18,4002.00,6240,936,MEA,2026-08-12
430,2025,10,16,29021.00,3391,520,APAC,2026-08-12
431,2023,2,25,10974.00,3846,835,LATAM,2026-08-12
432,2024,12,20,37621.00,6805,443,APAC,2026-08-12
433,2021,8,18,49491.00,5723,320,MEA,2026-08-12
434,2025,4,6,42236.00,4572,8,MEA,2026-08-12
435,2023,6,19,37068.00,9734,409,NA,2026-08-12
436,2025,4,9,35926.00,7508,297,LATAM,2026-08-12
437,2023,1,28,20962.00,6622,178,APAC,2026-08-12
438,2021,3,20,29179.00,3290,650,MEA,2026-08-12
439,2023,8,16,17719.00,2446,814,LATAM,2026-08-12
440,2023,10,27,36201.00,6208,192,LATAM,2026-08-12
441,2023,5,5,63354.00,2403,404,APAC,2026-08-12
442,2021,9,23,75150.00,5941,934,APAC,2026-08-12
443,2024,11,26,8854.00,9104,813,EU,2026-08-12
444,2022,12,21,8827.00,8628,660,MEA,2026-08-12
445,2024,3,8,63245.00,5697,473,APAC,2026-08-12
446,2021,8,2,67570.00,8343,442,APAC,2026-08-12
447,2021,7,25,52673.00,7331,494,LATAM,2026-08-12
448,2024,5,20,20730.00,7872,839,EU,2026-08-12
449,2024,10,12,99123.00,4399,126,APAC,2026-08-12
450,2021,5,20,47159.00,6850,256,APAC,2026-08-12
451,2024,2,10,78623.00,1970,892,EU,2026-08-12
452,2024,4,6,1129.00,2898,15,APAC,2026-08-12
453,2023,9,2,15192.00,4102,285,MEA,2026-08-12
454,2021,1,27,71009.00,2665,279,MEA,2026-08-12
455,2021,4,9,59607.00,7589,936,LATAM,2026-08-12
456,2021,8,12,31588.00,2550,799,NA,2026-08-12
457,2025,4,17,35073.00,2092,817,APAC,2026-08-12
458,2022,3,18,13535.00,4611,457,APAC,2026-08-12
459,2023,1,22,20015.00,4476,680,EU,2026-08-12
460,2024,8,18,60840.00,6779,600,NA,2026-08-12
461,2024,6,25,33121.00,4127,137,MEA,2026-08-12
462,2020,3,25,55162.00,7825,964,LATAM,2026-08-12
463,2023,4,3,7662.00,3845,762,APAC,2026-08-12
464,2023,3,3,32309.00,3684,474,MEA,2026-08-12
465,2025,5,10,24097.00,5218,643,LATAM,2026-08-12
466,2025,4,5,16776.00,6792,66,APAC,2026-08-12
467,2023,9,7,5452.00,5195,707,NA,2026-08-12
468,2025,10,12,85515.00,4156,687,NA,2026-08-12
469,2024,1,8,83796.00,6677,315,LATAM,2026-08-12
