18,426,279,28,96606.9900,0.0000,2704995.72000000,2026-08-12 20:04:33.908169,POINT (112.53 54.65),"{""payment_method"":""credit_card"",""terms"":""net_30"",""po_number"":""PO-2026-0018"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",disputed
19,2342,303,38,81043.9900,0.0000,3079671.62000000,2026-08-12 20:04:33.916313,POINT (140.08 -54.37),"{""payment_method"":""crypto"",""terms"":""net_60"",""po_number"":""PO-2026-0019"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",pending
20,4468,794,27,32976.9900,0.0000,890378.73000000,2026-08-12 20:04:33.920387,POINT (112.89 15.94),"{""payment_method"":""ach"",""terms"":""net_45"",""po_number"":""PO-2026-0020"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",pending
21,3660,592,8,41165.9900,0.0000,329327.92000000,2026-08-12 20:04:33.928532,POINT (-36.77 -63.12),"{""payment_method"":""ach"",""terms"":""net_45"",""po_number"":""PO-2026-0021"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",completed
22,1563,683,15,8190.9900,0.0000,122864.85000000,2026-08-12 20:04:33.932603,POINT (-76.74 74.44),"{""payment_method"":""sepa"",""terms"":""net_30"",""po_number"":""PO-2026-0022"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",disputed
23,1427,53,13,24008.9900,0.0000,312116.87000000,2026-08-12 20:04:33.940741,POINT (-86.2 29.68),"{""payment_method"":""ach"",""terms"":""immediate"",""po_number"":""PO-2026-0023"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",disputed
24,724,451,25,70500.9900,0.0000,1762524.75000000,2026-08-12 20:04:33.944812,POINT (-111.24 -0.97),"{""payment_method"":""sepa"",""terms"":""net_45"",""po_number"":""PO-2026-0024"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",pending
25,4165,301,8,22417.9900,0.0000,179343.92000000,2026-08-12 20:04:33.952956,POINT (-47.17 -37.83),"{""payment_method"":""sepa"",""terms"":""net_45"",""po_number"":""PO-2026-0025"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",completed
26,3693,67,16,68865.9900,0.0000,1101855.84000000,2026-08-12 20:04:33.961118,POINT (-159.45 -68.74),"{""payment_method"":""wire_transfer"",""terms"":""net_30"",""po_number"":""PO-2026-0026"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",completed
27,2052,451,17,70500.9900,0.0000,1198516.83000000,2026-08-12 20:04:33.965198,POINT (80.09 55.04),"{""payment_method"":""sepa"",""terms"":""net_60"",""po_number"":""PO-2026-0027"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",pending
28,615,603,40,73959.9900,0.0000,2958399.60000000,2026-08-12 20:04:33.973361,POINT (-127.02 65.01),"{""payment_method"":""ach"",""terms"":""net_45"",""po_number"":""PO-2026-0028"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",disputed
29,3247,999,47,24018.9900,0.0000,1128892.53000000,2026-08-12 20:04:33.981507,POINT (-178.2 -59.5),"{""payment_method"":""crypto"",""terms"":""net_45"",""po_number"":""PO-2026-0029"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",refunded
30,2367,494,36,4139.9900,0.0000,149039.64000000,2026-08-12 20:04:33.985580,POINT (59.65 40.68),"{""payment_method"":""crypto"",""terms"":""immediate"",""po_number"":""PO-2026-0030"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",refunded
31,3869,949,29,91204.9900,0.0000,2644944.71000000,2026-08-12 20:04:33.997848,POINT (99.72 16.91),"{""payment_method"":""credit_card"",""terms"":""net_45"",""po_number"":""PO-2026-0031"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",refunded
32,2311,257,21,53515.9900,0.0000,1123835.79000000,2026-08-12 20:04:34.005999,POINT (152.46 80.11),"{""payment_method"":""crypto"",""terms"":""net_45"",""po_number"":""PO-2026-0032"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",pending
33,3797,113,8,8158.9900,0.0000,65271.92000000,2026-08-12 20:04:34.010071,POINT (-135.06 -18.46),"{""payment_method"":""credit_card"",""terms"":""net_60"",""po_number"":""PO-2026-0033"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",completed
34,3501,829,26,90696.9900,0.0000,2358121.74000000,2026-08-12 20:04:34.018213,POINT (170.77 5.03),"{""payment_method"":""wire_transfer"",""terms"":""net_30"",""po_number"":""PO-2026-0034"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",refunded
35,120,701,23,3912.9900,0.1500,76498.95450000,2026-08-12 20:04:34.022282,POINT (155.41 -76.75),"{""payment_method"":""wire_transfer"",""terms"":""net_30"",""po_number"":""PO-2026-0035"",""processed"":true,""discount_code"":""SAVE15"",""tags"":[""high_value""]}",disputed
36,798,222,36,39163.9900,0.0000,1409903.64000000,2026-08-12 20:04:34.030425,POINT (-147.47 -54.57),"{""payment_method"":""wire_transfer"",""terms"":""immediate"",""po_number"":""PO-2026-0036"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",completed
37,3144,475,30,23684.9900,0.0000,710549.70000000,2026-08-12 20:04:34.034494,POINT (118.1 -75.67),"{""payment_method"":""sepa"",""terms"":""net_30"",""po_number"":""PO-2026-0037"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",pending
38,3367,32,3,97688.9900,0.0000,293066.97000000,2026-08-12 20:04:34.038568,POINT (139.43 -31.46),"{""payment_method"":""ach"",""terms"":""net_60"",""po_number"":""PO-2026-0038"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",pending
39,4547,649,21,56487.9900,0.0000,1186247.79000000,2026-08-12 20:04:34.046748,POINT (124.56 -76.38),"{""payment_method"":""ach"",""terms"":""net_30"",""po_number"":""PO-2026-0039"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",pending
40,2950,844,5,36991.9900,0.0000,184959.95000000,2026-08-12 20:04:34.050831,POINT (-146.08 -76.83),"{""payment_method"":""credit_card"",""terms"":""net_60"",""po_number"":""PO-2026-0040"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",disputed
41,1538,118,2,43671.9900,0.0000,87343.98000000,2026-08-12 20:04:34.058991,POINT (157.41 89.8),"{""payment_method"":""ach"",""terms"":""immediate"",""po_number"":""PO-2026-0041"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",pending
42,670,21,41,31725.9900,0.0000,1300765.59000000,2026-08-12 20:04:34.067166,POINT (-138.13 21.81),"{""payment_method"":""crypto"",""terms"":""net_30"",""po_number"":""PO-2026-0042"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",disputed
43,1705,593,27,52064.9900,0.1500,1194891.52050000,2026-08-12 20:04:34.071250,POINT (-23.88 -84.98),"{""payment_method"":""ach"",""terms"":""net_45"",""po_number"":""PO-2026-0043"",""processed"":true,""discount_code"":""SAVE15"",""tags"":[""high_value""]}",refunded
44,2487,807,42,85006.9900,0.1500,3034749.54300000,2026-08-12 20:04:34.079425,POINT (87.17 -35.37),"{""payment_method"":""wire_transfer"",""terms"":""net_60"",""po_number"":""PO-2026-0044"",""processed"":true,""discount_code"":""SAVE15"",""tags"":[""high_value""]}",disputed
45,2668,574,16,57939.9900,0.1500,787983.86400000,2026-08-12 20:04:34.083509,POINT (-66.9 -63.87),"{""payment_method"":""ach"",""terms"":""immediate"",""po_number"":""PO-2026-0045"",""processed"":false,""discount_code"":""SAVE15"",""tags"":[""high_value""]}",completed
46,2368,711,9,38027.9900,0.0000,342251.91000000,2026-08-12 20:04:34.091681,POINT (-160.26 -65.76),"{""payment_method"":""sepa"",""terms"":""net_30"",""po_number"":""PO-2026-0046"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",refunded
47,397,843,25,5913.9900,0.0000,147849.75000000,2026-08-12 20:04:34.095770,POINT (44.1 50.74),"{""payment_method"":""wire_transfer"",""terms"":""immediate"",""po_number"":""PO-2026-0047"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",pending
48,1290,651,20,13982.9900,0.0000,279659.80000000,2026-08-12 20:04:34.103928,POINT (-77.37 20.48),"{""payment_method"":""ach"",""terms"":""net_60"",""po_number"":""PO-2026-0048"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",refunded
49,2762,510,6,34569.9900,0.0000,207419.94000000,2026-08-12 20:04:34.112096,POINT (102.49 -22.19),"{""payment_method"":""credit_card"",""terms"":""net_60"",""po_number"":""PO-2026-0049"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",refunded
50,1841,982,34,32445.9900,0.0000,1103163.66000000,2026-08-12 20:04:34.116179,POINT (-152.35 -37.39),"{""payment_method"":""crypto"",""terms"":""net_60"",""po_number"":""PO-2026-0050"",""processed"":false,""discount_code"":null,""tags"":[""high_value""]}",pending
51,42,805,1,86175.9900,0.0000,86175.99000000,2026-08-12 20:04:34.124336,POINT (112.63 0.92),"{""payment_method"":""wire_transfer"",""terms"":""immediate"",""po_number"":""PO-2026-0051"",""processed"":true,""discount_code"":null,""tags"":[""high_value""]}",disputed
52,1882,419,10,57453.9900,0.0000,574539.90000000,2026-08-12 20:04:34.128420,POINT (-125.95 -8.78),"{""payment_method"":""credit_card"",""terms"":""net_60"",""po_number"":""PO-2026-0052"",""processed"":true,""discount_code"":null}",completed
53,2477,641,27,54856.9900,0.0000,1481138.73000000,2026-08-12 20:04:34.136583,POINT (66.4 69.56),"{""payment_method"":""sepa"",""terms"":""immediate"",""po_number"":""PO-2026-0053"",""processed"":true,""discount_code"":null}",pending
54,1635,589,1,22945.9900,0.0000,22945.99000000,2026-08-12 20:04:34.140669,POINT (-48.1 88.09),"{""payment_method"":""wire_transfer"",""terms"":""net_30"",""po_number"":""PO-2026-0054"",""processed"":false,""discount_code"":null}",disputed
55,1304,209,1,84112.9900,0.0000,84112.99000000,2026-08-12 20:04:34.148832,POINT (64.79 -64.05),"{""payment_method"":""sepa"",""terms"":""net_30"",""po_number"":""PO-2026-0055"",""processed"":false,""discount_code"":null}",pending
56,4900,819,21,97908.9900,0.1500,1747675.47150000,2026-08-12 20:04:34.152916,POINT (116.2 62.57),"{""payment_method"":""crypto"",""terms"":""net_30"",""po_number"":""PO-2026-0056"",""processed"":true,""discount_code"":""SAVE15""}",completed
57,2139,283,35,27213.9900,0.0000,952489.65000000,2026-08-12 20:04:34.161071,POINT (91.39 48.5),"{""payment_method"":""wire_transfer"",""terms"":""net_30"",""po_number"":""PO-2026-0057"",""processed"":false,""discount_code"":null}",completed
58,3433,682,34,67887.9900,0.0000,2308191.66000000,2026-08-12 20:04:34.165144,POINT (176.68 -54.61),"{""payment_method"":""crypto"",""terms"":""net_60"",""po_number"":""PO-2026-0058"",""processed"":true,""discount_code"":null}",refunded
59,2921,703,43,30176.9900,0.0000,1297610.57000000,2026-08-12 20:04:34.173301,POINT (-105.86 39.87),"{""payment_method"":""credit_card"",""terms"":""net_60"",""po_number"":""PO-2026-0059"",""processed"":false,""discount_code"":null}",refunded
60,4689,395,27,73954.9900,0.0000,1996784.73000000,2026-08-12 20:04:34.177375,POINT (127.41 61.74),"{""payment_method"":""crypto"",""terms"":""immediate"",""po_number"":""PO-2026-0060"",""processed"":false,""discount_code"":null}",refunded
61,1926,333,9,43161.9900,0.1500,330189.22350000,2026-08-12 20:04:34.185542,POINT (155.59 80.63),"{""payment_method"":""wire_transfer"",""terms"":""immediate"",""po_number"":""PO-2026-0061"",""processed"":false,""discount_code"":""SAVE15""}",completed
62,2973,895,44,23982.9900,0.0000,1055251.56000000,2026-08-12 20:04:34.189628,POINT (28.12 -87.06),"{""payment_method"":""credit_card"",""terms"":""immediate"",""po_number"":""PO-2026-0062"",""processed"":false,""discount_code"":null}",pending
63,2523,41,37,75812.9900,0.1500,2384318.53550000,2026-08-12 20:04:34.197787,POINT (-66.72 68.29),"{""payment_method"":""wire_transfer"",""terms"":""net_60"",""po_number"":""PO-2026-0063"",""processed"":true,""discount_code"":""SAVE15""}",disputed
64,2165,980,49,14063.9900,0.0000,689135.51000000,2026-08-12 20:04:34.201871,POINT (-59.24 60.69),"{""payment_method"":""crypto"",""terms"":""net_60"",""po_number"":""PO-2026-0064"",""processed"":true,""discount_code"":null}",pending
65,1535,708,11,73383.9900,0.0000,807223.89000000,2026-08-12 20:04:34.210025,POINT (177.19 10.23),"{""payment_method"":""credit_card"",""terms"":""net_30"",""po_number"":""PO-2026-0065"",""processed"":false,""discount_code"":null}",pending
66,1250,653,50,47235.9900,0.0000,2361799.50000000,2026-08-12 20:04:34.218171,POINT (151.11 37.22),"{""payment_method"":""wire_transfer"",""terms"":""net_60"",""po_number"":""PO-2026-0066"",""processed"":true,""discount_code"":null}",pending
67,1238,374,3,50832.9900,0.0000,152498.97000000,2026-08-12 20:04:34.222242,POINT (-11 -1.27),"{""payment_method"":""wire_transfer"",""terms"":""net_60"",""po_number"":""PO-2026-0067"",""processed"":true,""discount_code"":null}",disputed
68,3939,669,9,29344.9900,0.0000,264104.91000000,2026-08-12 20:04:34.230382,POINT (153.89 -4.34),"{""payment_method"":""wire_transfer"",""terms"":""net_60"",""po_number"":""PO-2026-0068"",""processed"":true,""discount_code"":null}",disputed
69,593,785,36,26759.9900,0.0000,963359.64000000,2026-08-12 20:04:34.234451,POINT (89.51 -28.79),"{""payment_method"":""wire_transfer"",""terms"":""net_30"",""po_number"":""PO-2026-0069"",""processed"":true,""discount_code"":null}",pending
70,949,444,23,81934.9900,0.0000,1884504.77000000,2026-08-12 20:04:34.242609,POINT (-40.03 65.74),"{""payment_method"":""crypto"",""terms"":""net_30"",""po_number"":""PO-2026-0070"",""processed"":false,""discount_code"":null}",completed
71,4025,313,25,10634.9900,0.0000,265874.75000000,2026-08-12 20:04:34.246691,POINT (38.52 -17.1),"{""payment_method"":""ach"",""terms"":""net_45"",""po_number"":""PO-2026-0071"",""processed"":false,""discount_code"":null}",refunded
72,774,309,40,64502.9900,0.0000,2580119.60000000,2026-08-12 20:04:34.254962,POINT (-95.78 -28.81),"{""payment_method"":""wire_transfer"",""terms"":""net_45"",""po_number"":""PO-2026-0072"",""processed"":true,""discount_code"":null}",disputed
73,2993,463,45,41903.9900,0.0000,1885679.55000000,2026-08-12 20:04:34.259042,POINT (110.8 9.96),"{""payment_method"":""sepa"",""terms"":""immediate"",""po_number"":""PO-2026-0073"",""processed"":false,""discount_code"":null}",refunded
74,35,694,36,73877.9900,0.0000,2659607.64000000,2026-08-12 20:04:34.267201,POINT (18.83 -44.47),"{""payment_method"":""crypto"",""terms"":""immediate"",""po_number"":""PO-2026-0074"",""processed"":false,""discount_code"":null}",refunded
75,280,926,43,34318.9900,0.1500,1254359.08450000,2026-08-12 20:04:34.271281,POINT (119.95 -73.71),"{""payment_method"":""crypto"",""terms"":""net_60"",""po_number"":""PO-2026-0075"",""processed"":false,""discount_code"":""SAVE15""}",refunded
76,4025,184,17,31684.9900,0.0000,538644.83000000,2026-08-12 20:04:34.279441,POINT (124.77 23.25),"{""payment_method"":""sepa"",""terms"":""net_60"",""po_number"":""PO-2026-0076"",""processed"":true,""discount_code"":null}",disputed
77,2209,414,35,23095.9900,0.0000,808359.65000000,2026-08-12 20:04:34.283524,POINT (-33.78 -36.29),"{""payment_method"":""sepa"",""terms"":""net_30"",""po_number"":""PO-2026-0077"",""processed"":false,""discount_code"":null}",completed
78,2435,350,36,47703.9900,0.0000,1717343.64000000,2026-08-12 20:04:34.291686,POINT (103.35 -61.5),"{""payment_method"":""wire_transfer"",""terms"":""net_30"",""po_number"":""PO-2026-0078"",""processed"":true,""discount_code"":null}",completed
79,3009,571,12,51131.9900,0.1500,521546.29800000,2026-08-12 20:04:34.295757,POINT (31.93 39.84),"{""payment_method"":""crypto"",""terms"":""net_60"",""po_number"":""PO-2026-0079"",""processed"":false,""discount_code"":""SAVE15""}",refunded
80,3906,902,39,33612.9900,0.0000,1310906.61000000,2026-08-12 20:04:34.303934,POINT (-162.28 -60.66),"{""payment_method"":""ach"",""terms"":""net_60"",""po_number"":""PO-2026-0080"",""processed"":true,""discount_code"":null}",refunded
81,2569,894,49,58693.9900,0.0000,2876005.51000000,2026-08-12 20:04:34.312102,POINT (69.3 8.01),"{""payment_method"":""wire_transfer"",""terms"":""net_30"",""po_number"":""PO-2026-0081"",""processed"":false,""discount_code"":null}",disputed
82,1248,303,10,81043.9900,0.0000,810439.90000000,2026-08-12 20:04:34.316186,POINT (-90.33 -65.34),"{""payment_method"":""ach"",""terms"":""net_45"",""po_number"":""PO-2026-0082"",""processed"":true,""discount_code"":null}",pending
83,3541,482,26,62019.9900,0.0000,1612519.74000000,2026-08-12 20:04:34.324341,POINT (-11.67 36.58),"{""payment_method"":""ach"",""terms"":""net_60"",""po_number"":""PO-2026-0083"",""processed"":false,""discount_code"":null}",pending
84,4927,744,27,47937.9900,0.0000,1294325.73000000,2026-08-12 20:04:34.328426,POINT (-168.79 73.53),"{""payment_method"":""sepa"",""terms"":""net_60"",""po_number"":""PO-2026-0084"",""processed"":true,""discount_code"":null}",pending
85,3210,909,12,7355.9900,0.0000,88271.88000000,2026-08-12 20:04:34.336581,POINT (1.81 63.26),"{""payment_method"":""sepa"",""terms"":""immediate"",""po_number"":""PO-2026-0085"",""processed"":true,""discount_code"":null}",completed
86,757,579,11,11886.9900,0.0000,130756.89000000,2026-08-12 20:04:34.340666,POINT (120.36 -2.85),"{""payment_method"":""crypto"",""terms"":""net_60"",""po_number"":""PO-2026-0086"",""processed"":true,""discount_code"":null}",disputed
87,1259,454,48,56577.9900,0.0000,2715743.52000000,2026-08-12 20:04:34.348862,POINT (175.91 -4.87),"{""payment_method"":""credit_card"",""terms"":""net_60"",""po_number"":""PO-2026-0087"",""processed"":true,""discount_code"":null}",disputed
88,3847,728,41,60951.9900,0.0000,2499031.59000000,2026-08-12 20:04:34.352946,POINT (-103.79 -12.59),"{""payment_method"":""wire_transfer"",""terms"":""immediate"",""po_number"":""PO-2026-0088"",""processed"":true,""discount_code"":null}",disputed
89,439,117,48,43984.9900,0.0000,2111279.52000000,2026-08-12 20:04:34.361100,POINT (81.98 11.67),"{""payment_method"":""sepa"",""terms"":""net_60"",""po_number"":""PO-2026-0089"",""processed"":true,""discount_code"":null}",pending
90,1242,90,31,38415.9900,0.0000,1190895.69000000,2026-08-12 20:04:34.365183,POINT (142.25 -35.34),"{""payment_method"":""credit_card"",""terms"":""immediate"",""po_number"":""PO-2026-0090"",""processed"":false,""discount_code"":null}",disputed
91,4043,238,24,44005.9900,0.0000,1056143.76000000,2026-08-12 20:04:34.373341,POINT (-78.87 -39.88),"{""payment_method"":""crypto"",""terms"":""immediate"",""po_number"":""PO-2026-0091"",""processed"":false,""discount_code"":null}",pending
92,2959,896,14,28885.9900,0.0000,404403.86000000,2026-08-12 20:04:34.381521,POINT (-61.09 30.29),"{""payment_method"":""crypto"",""terms"":""net_30"",""po_number"":""PO-2026-0092"",""processed"":true,""discount_code"":null}",completed
93,1641,20,11,6162.9900,0.1500,57623.95650000,2026-08-12 20:04:34.385604,POINT (-112.89 10.48),"{""payment_method"":""credit_card"",""terms"":""immediate"",""po_number"":""PO-2026-0093"",""processed"":true,""discount_code"":""SAVE15""}",refunded
94,3709,493,49,20443.9900,0.0000,1001755.51000000,2026-08-12 20:04:34.393759,POINT (10.03 46.64),"{""payment_method"":""ach"",""terms"":""net_45"",""po_number"":""PO-2026-0094"",""processed"":true,""discount_code"":null}",disputed
95,2598,122,16,81295.9900,0.0000,1300735.84000000,2026-08-12 20:04:34.397840,POINT (-67.42 -33.28),"{""payment_method"":""credit_card"",""terms"":""net_45"",""po_number"":""PO-2026-0095"",""processed"":false,""discount_code"":null}",disputed
96,4091,655,3,90089.9900,0.0000,270269.97000000,2026-08-12 20:04:34.406000,POINT (154.77 36.3),"{""payment_method"":""wire_transfer"",""terms"":""immediate"",""po_number"":""PO-2026-0096"",""processed"":false,""discount_code"":null}",disputed
97,320,137,23,82855.9900,0.0000,1905687.77000000,2026-08-12 20:04:34.410094,POINT (34.89 -0.43),"{""payment_method"":""wire_transfer"",""terms"":""net_60"",""po_number"":""PO-2026-0097"",""processed"":true,""discount_code"":null}",pending
98,836,13,48,63202.9900,0.0000,3033743.52000000,2026-08-12 20:04:34.418267,POINT (3.14 58.98),"{""payment_method"":""credit_card"",""terms"":""immediate"",""po_number"":""PO-2026-0098"",""processed"":false,""discount_code"":null}",pending
99,3938,76,2,14628.9900,0.0000,29257.98000000,2026-08-12 20:04:34.426436,POINT (11.06 59.67),"{""payment_method"":""credit_card"",""terms"":""net_30"",""po_number"":""PO-2026-0099"",""processed"":true,""discount_code"":null}",pending
100,3427,455,6,98782.9900,0.0000,592697.94000000,2026-08-12 20:04:34.430524,POINT (-78.9 -22.88),"{""payment_method"":""wire_transfer"",""terms"":""immediate"",""po_number"":""PO-2026-0100"",""processed"":false,""discount_code"":null}",pending
101,1145,66,46,72468.9900,0.0000,3333573.54000000,2026-08-12 20:04:34.434606,POINT (-5.49 10.6),"{""payment_method"":""ach"",""terms"":""net_60"",""po_number"":""PO-2026-0101"",""processed"":true,""discount_code"":null}",refunded
102,476,790,31,37467.9900,0.1500,987281.53650000,2026-08-12 20:04:34.442770,POINT (129.29 -40.07),"{""payment_method"":""credit_card"",""terms"":""net_45"",""po_number"":""PO-2026-0102"",""processed"":false,""discount_code"":""SAVE15""}",pending
103,4318,313,16,10634.9900,0.0000,170159.84000000,2026-08-12 20:04:34.450913,POINT (-110.13 49.24),"{""payment_method"":""wire_transfer"",""terms"":""net_60"",""po_number"":""PO-2026-0103"",""processed"":true,""discount_code"":null}",refunded
104,4449,114,5,89263.9900,0.0000,446319.95000000,2026-08-12 20:04:34.459054,POINT (100.07 46.28),"{""payment_method"":""sepa"",""terms"":""net_45"",""po_number"":""PO-2026-0104"",""processed"":false,""discount_code"":null}",disputed
105,1245,677,34,4232.9900,0.0000,143921.66000000,2026-08-12 20:04:34.463123,POINT (81.96 88.85),"{""payment_method"":""sepa"",""terms"":""net_45"",""po_number"":""PO-2026-0105"",""processed"":false,""discount_code"":null}",pending
106,4988,224,45,82537.9900,0.1500,3157078.11750000,2026-08-12 20:04:34.471266,POINT (107.52 56.6),"{""payment_method"":""crypto"",""terms"":""immediate"",""po_number"":""PO-2026-0106"",""processed"":true,""discount_code"":""SAVE15""}",completed
107,385,488,14,9552.9900,0.0000,133741.86000000,2026-08-12 20:04:34.475339,POINT (-70.02 -37.74),"{""payment_method"":""crypto"",""terms"":""net_60"",""po_number"":""PO-2026-0107"",""processed"":true,""discount_code"":null}",completed
108,3738,200,16,50076.9900,0.0000,801231.84000000,2026-08-12 20:04:34.483483,POINT (-123.2 -23.03),"{""payment_method"":""wire_transfer"",""terms"":""net_30"",""po_number"":""PO-2026-0108"",""processed"":true,""discount_code"":null}",refunded
109,1331,788,43,96333.9900,0.0000,4142361.57000000,2026-08-12 20:04:34.487552,POINT (-3.05 46.73),"{""payment_method"":""credit_card"",""terms"":""net_60"",""po_number"":""PO-2026-0109"",""processed"":true,""discount_code"":null}",completed
110,93,169,30,31547.9900,0.1500,804473.74500000,2026-08-12 20:04:34.491623,POINT (55.94 -8.71),"{""payment_method"":""ach"",""terms"":""net_45"",""po_number"":""PO-2026-0110"",""processed"":true,""discount_code"":""SAVE15""}",refunded
