1014,2021,6,2526,532,389.00,48
1021,2021,4,9402,896,46796.00,63
1027,2021,7,9044,484,6233.00,90
1028,2021,9,4472,20,49294.00,61
1031,2021,7,7193,326,3461.00,20
1032,2021,9,5691,753,33949.00,96
1040,2021,11,4270,915,13868.00,96
1043,2021,1,6956,561,21573.00,39
1048,2021,1,1429,827,37292.00,3
1049,2021,11,9910,126,34459.00,56
1060,2021,9,6953,67,17630.00,46
1069,2021,8,7316,449,27241.00,85
1078,2021,9,7594,318,41965.00,35
1086,2021,8,2127,400,34397.00,69
1089,2021,8,3759,660,2156.00,11
1093,2021,8,9269,653,37269.00,47
1095,2021,11,7076,354,458.00,65
1099,2021,5,3002,478,15641.00,5
1109,2021,12,1587,698,48012.00,15
1115,2021,12,9555,967,39385.00,51
1124,2021,10,1682,714,49535.00,89
1130,2021,8,3856,620,33077.00,81
1144,2021,5,5249,424,28055.00,17
1146,2021,10,5973,63,5720.00,45
1170,2021,7,9979,317,35636.00,84
1176,2021,8,8410,874,27280.00,67
1181,2021,6,7605,409,4552.00,76
1185,2021,7,2360,668,46639.00,33
1187,2021,9,1098,43,23148.00,81
1188,2021,8,9046,835,30969.00,86
1191,2021,1,1899,393,41028.00,48
1210,2021,7,4827,98,31937.00,76
1212,2021,6,5703,946,38480.00,36
1221,2021,6,6164,4,43861.00,19
1223,2021,7,2651,776,17787.00,72
1228,2021,7,2781,149,17151.00,2
1233,2021,5,9781,277,29181.00,54
1244,2021,5,2209,728,44134.00,94
1246,2021,10,3360,596,37173.00,32
1247,2021,4,4230,588,37943.00,33
1248,2021,2,5069,876,1148.00,4
1250,2021,9,9363,294,24198.00,26
1257,2021,3,6100,836,22514.00,93
1259,2021,5,3658,511,31723.00,55
1274,2021,10,5651,598,45778.00,32
1300,2021,6,2150,826,47813.00,49
1319,2021,8,8735,536,4339.00,77
1327,2021,1,1420,785,32706.00,92
1328,2021,11,3078,134,17720.00,83
1329,2021,2,4801,429,35879.00,90
1330,2021,3,6474,693,35562.00,67
1334,2021,8,9077,824,43905.00,67
1337,2021,8,7082,336,19363.00,17
1348,2021,1,2158,900,35171.00,86
1352,2021,8,9691,260,20767.00,72
1359,2021,9,8345,606,45075.00,54
1362,2021,8,9639,290,31596.00,76
1379,2021,9,3077,972,29087.00,54
1381,2021,11,2763,991,5797.00,92
1388,2021,8,9430,36,41264.00,94
1390,2021,5,4467,415,19044.00,58
1394,2021,5,4331,957,48639.00,3
1395,2021,3,3411,877,35030.00,73
1408,2021,8,4793,68,23736.00,67
1414,2021,7,2553,66,44308.00,59
1415,2021,6,4255,746,26787.00,43
1427,2021,12,1953,862,47260.00,56
1429,2021,7,9476,406,7869.00,19
1430,2021,7,4197,193,33667.00,90
1444,2021,1,9343,849,47708.00,6
1450,2021,8,5886,133,37787.00,83
1452,2021,5,1040,34,36863.00,64
1457,2021,7,3862,623,23819.00,44
1481,2021,8,3333,2,8843.00,48
1483,2021,5,3810,815,5260.00,95
1486,2021,10,3636,732,14912.00,32
1490,2021,11,5558,572,1966.00,3
1493,2021,9,9778,531,704.00,5
1496,2021,10,7322,610,7713.00,42
1498,2021,5,6008,259,37152.00,41
1507,2021,4,1716,251,30861.00,35
1513,2021,8,7938,637,6944.00,35
1525,2021,11,6068,642,37584.00,8
1531,2021,1,7216,830,4803.00,61
1533,2021,7,2010,192,7532.00,78
1538,2021,10,4685,125,20190.00,4
1541,2021,1,9986,110,12945.00,46
1542,2021,8,2380,646,29388.00,87
1547,2021,1,6088,656,1863.00,51
1560,2021,2,1329,387,24940.00,22
1579,2021,1,1254,653,25257.00,47
1587,2021,12,4525,120,45003.00,89
1589,2021,5,4796,326,37195.00,28
1597,2021,10,5026,857,6265.00,34
1598,2021,4,2304,550,4453.00,61
1601,2021,8,2061,132,15683.00,23
1634,2021,12,2514,777,41950.00,89
1639,2021,12,9574,888,2949.00,98
1643,2021,10,8209,9,31745.00,96
1644,2021,5,4300,268,35559.00,71
1659,2021,2,9661,384,37750.00,22
1664,2021,7,2244,108,11594.00,92
1667,2021,7,5824,624,11927.00,13
1680,2021,3,3333,209,12704.00,80
1682,2021,11,6098,635,29387.00,85
1697,2021,7,1828,426,10375.00,71
1700,2021,8,2587,893,43537.00,60
1704,2021,6,7648,67,16807.00,75
1707,2021,8,1024,294,2935.00,10
1710,2021,2,6557,312,12480.00,20
1717,2021,8,1873,45,10488.00,49
1720,2021,3,9726,62,42149.00,13
1721,2021,7,4561,399,38257.00,66
1736,2021,10,6582,332,27017.00,87
1740,2021,4,7546,650,38655.00,95
1748,2021,2,2664,215,36897.00,55
1755,2021,5,5449,855,457.00,15
1757,2021,7,9322,36,39570.00,35
1761,2021,11,1192,935,41266.00,9
1762,2021,4,9780,154,16156.00,53
1764,2021,6,1752,32,6201.00,93
1768,2021,8,5543,800,38163.00,74
1772,2021,5,2040,731,30419.00,64
1776,2021,10,9831,828,39023.00,42
1786,2021,3,4365,933,20139.00,96
1790,2021,7,7459,186,17818.00,58
1792,2021,1,8501,981,4025.00,24
1801,2021,6,8054,974,5177.00,19
1802,2021,12,2902,876,30633.00,14
1806,2021,1,7571,976,48359.00,10
1807,2021,11,3797,838,49692.00,55
1812,2021,8,5628,243,7924.00,37
1820,2021,9,5969,91,7703.00,41
1823,2021,1,2270,888,1327.00,27
1838,2021,7,7438,416,12790.00,66
1839,2021,9,3946,559,465.00,38
1840,2021,1,6910,428,35026.00,65
1848,2021,11,5883,459,15775.00,59
1854,2021,12,5435,730,4192.00,90
1863,2021,1,6765,640,46557.00,69
1867,2021,6,1277,180,19732.00,97
1873,2021,4,2885,316,30998.00,67
1886,2021,5,8557,117,30078.00,10
1888,2021,12,9329,722,5145.00,39
1892,2021,2,5859,572,6446.00,81
1895,2021,9,6718,891,18573.00,67
1896,2021,7,1715,711,39118.00,4
1916,2021,1,1314,981,1435.00,100
1918,2021,12,5749,408,20783.00,63
1919,2021,3,2866,198,41922.00,92
1922,2021,5,9061,980,49801.00,11
1928,2021,11,2912,58,18426.00,9
1930,2021,11,7616,474,36767.00,85
1936,2021,12,6187,551,26085.00,77
1942,2021,6,3149,927,43844.00,75
1947,2021,11,4823,659,41231.00,4
1962,2021,7,4874,698,32033.00,43
1973,2021,9,8545,2,3798.00,73
1974,2021,6,5309,474,15561.00,49
1979,2021,5,3906,306,41288.00,57
1984,2021,4,6612,566,41614.00,30
1988,2021,4,4661,638,26227.00,37
1989,2021,4,9875,949,3260.00,50
1990,2021,3,6465,429,31042.00,29
1993,2021,6,3919,378,17584.00,31
2,2022,10,1962,204,30293.00,67
8,2022,11,5457,701,27449.00,69
10,2022,4,3293,364,15798.00,97
18,2022,6,6469,52,22660.00,86
21,2022,8,7417,618,43097.00,9
29,2022,7,2734,568,25042.00,23
56,2022,2,9896,384,47849.00,88
57,2022,10,8442,386,18128.00,68
63,2022,12,1123,933,7663.00,51
70,2022,5,2043,39,47975.00,55
71,2022,11,4262,245,11749.00,72
73,2022,2,3657,424,47875.00,73
80,2022,5,2754,200,9212.00,57
84,2022,9,8197,20,1927.00,2
90,2022,12,6099,649,19694.00,6
96,2022,5,2370,378,35633.00,9
108,2022,5,8118,577,32600.00,100
122,2022,9,8907,463,6340.00,38
130,2022,6,7211,917,22014.00,53
134,2022,5,6295,613,14529.00,41
135,2022,4,5626,136,2115.00,36
142,2022,6,5110,93,11021.00,58
143,2022,2,1253,287,12011.00,100
156,2022,7,4249,616,21140.00,69
159,2022,6,1661,236,25650.00,46
166,2022,3,3270,824,38261.00,36
169,2022,5,2563,300,24369.00,30
173,2022,2,2875,723,3936.00,56
175,2022,6,4018,512,40225.00,22
177,2022,8,9498,891,22820.00,89
180,2022,9,9888,90,18237.00,71
184,2022,1,5265,50,6223.00,95
189,2022,1,8875,353,31036.00,80
206,2022,1,7722,575,44642.00,76
208,2022,7,5095,337,18908.00,89
213,2022,10,9624,942,49572.00,25
216,2022,6,7341,704,12841.00,14
219,2022,1,1373,13,42356.00,15
227,2022,6,7887,816,39078.00,34
229,2022,6,1152,600,17430.00,8
231,2022,11,3411,534,29944.00,59
233,2022,1,7437,811,20588.00,13
242,2022,2,5229,650,3014.00,62
245,2022,5,7282,390,31043.00,1
248,2022,10,6093,864,27400.00,97
257,2022,7,8820,499,17163.00,93
259,2022,12,1049,279,28519.00,15
283,2022,2,7307,82,35681.00,38
284,2022,5,4719,900,46769.00,53
286,2022,1,7540,619,37226.00,4
293,2022,11,6144,770,15889.00,37
296,2022,2,4439,319,46722.00,17
300,2022,4,3236,893,43477.00,47
305,2022,10,5901,979,6404.00,5
316,2022,11,7805,412,42011.00,1
331,2022,4,2222,977,17893.00,86
332,2022,8,4918,124,9156.00,29
334,2022,7,3888,68,10880.00,35
335,2022,6,4335,265,11592.00,2
340,2022,4,7590,240,40952.00,14
341,2022,11,5356,918,24148.00,9
343,2022,12,7458,547,25080.00,16
350,2022,6,4797,78,31320.00,18
352,2022,7,2689,350,41336.00,67
356,2022,9,7721,763,38876.00,76
369,2022,9,2515,175,26754.00,99
376,2022,10,6907,575,48398.00,51
388,2022,4,6576,235,25807.00,63
394,2022,3,4764,252,30990.00,38
408,2022,10,2732,691,11156.00,6
410,2022,11,2385,836,22016.00,41
411,2022,2,1067,355,36773.00,19
412,2022,8,7231,584,45266.00,77
413,2022,2,1879,749,616.00,5
414,2022,1,4608,420,21265.00,32
423,2022,5,5896,886,10590.00,93
439,2022,2,8520,241,35741.00,35
443,2022,6,8630,381,46561.00,72
447,2022,9,1663,337,49903.00,50
454,2022,5,9898,264,603.00,97
455,2022,12,8442,674,33237.00,37
479,2022,12,6453,32,49959.00,67
481,2022,12,3319,169,5541.00,68
482,2022,1,8374,452,38592.00,6
494,2022,5,7145,461,18645.00,68
495,2022,2,4848,177,25452.00,94
503,2022,6,2287,978,28561.00,67
505,2022,4,8634,263,24362.00,23
515,2022,5,9785,23,41538.00,83
516,2022,2,1065,196,27890.00,45
521,2022,6,4678,9,27487.00,61
522,2022,8,7758,432,21584.00,6
523,2022,8,8310,926,11612.00,80
530,2022,8,9495,148,15651.00,83
542,2022,8,4153,163,16086.00,60
543,2022,5,2756,690,14653.00,66
546,2022,1,5063,433,49736.00,23
549,2022,3,4623,842,13807.00,3
550,2022,1,2326,512,32874.00,19
554,2022,7,9334,745,44881.00,48
555,2022,9,5850,309,10025.00,12
559,2022,10,9466,48,15223.00,68
564,2022,4,3006,154,6637.00,81
567,2022,1,3279,846,31580.00,26
575,2022,12,5602,555,43123.00,62
576,2022,3,4851,455,5597.00,40
577,2022,5,2318,753,39565.00,91
578,2022,9,3696,835,2857.00,54
583,2022,11,8889,374,35150.00,69
590,2022,3,8015,561,46973.00,69
598,2022,9,8633,922,30296.00,18
607,2022,10,8554,603,5825.00,89
610,2022,2,5340,488,33779.00,14
615,2022,8,9130,257,6634.00,27
627,2022,4,1399,331,18049.00,93
629,2022,8,7076,901,10653.00,61
630,2022,6,4708,984,47791.00,36
639,2022,2,9588,688,19295.00,75
650,2022,3,9434,127,14722.00,95
655,2022,8,9094,744,15428.00,54
667,2022,8,2786,266,31719.00,73
669,2022,4,1681,637,28473.00,73
670,2022,2,5297,478,38659.00,20
672,2022,6,8935,211,12534.00,2
673,2022,7,8022,560,44996.00,92
677,2022,1,2136,597,33820.00,73
685,2022,10,6885,118,33447.00,36
687,2022,3,1665,9,40001.00,51
690,2022,9,9466,815,22563.00,26
691,2022,7,2008,233,7396.00,40
705,2022,12,6446,492,46309.00,74
707,2022,7,1963,790,35109.00,27
710,2022,10,7592,378,16262.00,41
712,2022,11,2899,169,5813.00,6
714,2022,6,4072,794,530.00,4
715,2022,10,3071,711,16029.00,69
723,2022,5,8281,351,24656.00,77
724,2022,10,9472,595,9759.00,86
725,2022,1,8253,710,5979.00,41
727,2022,6,1864,695,30858.00,92
730,2022,2,2909,640,8114.00,29
733,2022,6,3813,1000,39707.00,45
744,2022,2,1763,568,42629.00,63
745,2022,7,5107,514,37998.00,44
746,2022,10,1645,632,17748.00,3
748,2022,7,1496,695,45057.00,6
764,2022,5,6249,199,44926.00,15
768,2022,4,5448,490,21415.00,36
773,2022,9,4507,988,13161.00,90
776,2022,6,2123,238,21223.00,46
790,2022,2,1288,453,43566.00,76
800,2022,9,1979,142,47229.00,81
801,2022,1,2709,562,39530.00,65
804,2022,4,9983,984,48721.00,52
811,2022,5,4592,894,47276.00,14
819,2022,11,5279,658,33270.00,15
820,2022,12,4008,919,34065.00,49
826,2022,2,5494,151,40443.00,12
828,2022,2,7058,291,18653.00,5
833,2022,11,2493,548,2293.00,82
835,2022,2,7606,757,7434.00,62
838,2022,11,3738,486,40311.00,51
839,2022,3,9912,25,39646.00,93
842,2022,4,4412,714,33802.00,89
843,2022,11,5742,917,45007.00,70
858,2022,9,4963,936,35274.00,65
860,2022,11,3734,209,6470.00,76
862,2022,2,4492,684,21947.00,61
867,2022,8,9776,931,34546.00,87
871,2022,8,4074,826,4247.00,56
876,2022,4,6383,182,42790.00,91
879,2022,9,4955,752,37623.00,49
892,2022,5,8588,595,48995.00,100
894,2022,4,8033,461,11761.00,37
903,2022,7,8454,426,19856.00,12
924,2022,10,8896,968,39290.00,70
938,2022,6,7481,767,49378.00,31
940,2022,11,1958,73,24183.00,52
952,2022,12,5893,235,48462.00,19
953,2022,9,5132,623,30736.00,45
967,2022,5,1548,155,1758.00,29
972,2022,1,4406,643,8593.00,46
978,2022,2,7920,741,32454.00,62
987,2022,8,7649,495,16451.00,16
995,2022,4,5666,363,28346.00,86
999,2022,11,6411,242,20096.00,89
1002,2022,5,5841,462,6082.00,68
1006,2022,5,6687,288,34255.00,12
1012,2022,9,7853,872,46099.00,43
1015,2022,3,6480,659,39494.00,57
1017,2022,12,9966,281,7625.00,60
1018,2022,12,2497,817,48758.00,38
1029,2022,9,7102,213,23957.00,93
1033,2022,5,5815,108,30067.00,7
1038,2022,7,2764,190,29758.00,38
1041,2022,6,9608,619,31971.00,98
1050,2022,3,4663,446,11544.00,28
1057,2022,4,3802,58,454.00,98
1059,2022,12,2829,145,7999.00,56
1061,2022,1,6106,608,21272.00,42
1070,2022,8,7447,430,37413.00,44
1074,2022,12,4600,397,32845.00,98
1082,2022,3,1727,185,34210.00,100
1084,2022,3,9932,626,29916.00,83
1098,2022,8,7638,465,27000.00,24
1101,2022,4,4029,106,4967.00,63
1108,2022,8,7162,871,34749.00,17
1125,2022,8,4858,168,45665.00,2
1126,2022,10,1196,971,23925.00,51
1128,2022,3,4557,421,861.00,77
1133,2022,1,4223,256,41044.00,89
1140,2022,2,3552,911,8100.00,14
1141,2022,3,3759,344,13072.00,49
1152,2022,7,5290,899,44090.00,44
1154,2022,1,3736,412,31084.00,11
1159,2022,1,7833,936,3531.00,34
1171,2022,10,5126,333,20313.00,52
1177,2022,8,1506,142,12409.00,100
1180,2022,7,4999,817,20707.00,84
1192,2022,12,9566,351,42018.00,91
1193,2022,12,4108,267,28461.00,17
1195,2022,8,1870,883,30349.00,4
1199,2022,3,7790,778,46236.00,94
1200,2022,3,4864,778,28372.00,72
1205,2022,1,7965,361,9732.00,75
1209,2022,5,5974,927,38397.00,60
1219,2022,11,1874,626,19389.00,36
1220,2022,6,2025,754,37016.00,4
1226,2022,4,9725,568,17717.00,32
1227,2022,8,2378,1,6104.00,55
1229,2022,10,9141,124,16680.00,25
1240,2022,3,9110,844,35649.00,18
1243,2022,7,1455,316,21922.00,39
1249,2022,9,4904,274,2868.00,11
1253,2022,6,9451,129,47947.00,15
1266,2022,11,8202,862,23745.00,2
1272,2022,12,3585,304,18722.00,79
1275,2022,1,6250,573,36010.00,97
1277,2022,5,5681,979,30115.00,15
1280,2022,10,7235,900,36452.00,51
1284,2022,6,9396,719,46547.00,56
1285,2022,3,7935,640,39380.00,4
1291,2022,8,7828,938,4886.00,97
1293,2022,12,5739,593,29239.00,13
1295,2022,6,5144,312,35486.00,65
1299,2022,3,8065,155,21369.00,71
1307,2022,11,7391,662,9494.00,29
1311,2022,3,5431,379,30562.00,84
1323,2022,10,5045,913,6729.00,87
1332,2022,10,9097,293,1241.00,15
1343,2022,2,2949,285,16022.00,64
1344,2022,6,7583,212,29828.00,76
1355,2022,10,7603,775,22215.00,2
1358,2022,6,6417,185,5637.00,64
1360,2022,7,9942,433,36105.00,9
1363,2022,7,6595,574,42873.00,29
1366,2022,3,7990,693,36708.00,72
1372,2022,3,9079,605,5982.00,76
1375,2022,3,7027,100,17844.00,21
1386,2022,8,3861,314,47417.00,1
1400,2022,6,5790,905,11235.00,29
1402,2022,7,9720,119,35342.00,67
1404,2022,3,9243,421,18078.00,86
1412,2022,11,7132,106,48506.00,73
1416,2022,3,4521,937,3759.00,42
1422,2022,1,4970,865,44210.00,54
1435,2022,11,7627,165,9454.00,86
1443,2022,8,7333,121,23437.00,54
1445,2022,4,2355,724,16058.00,93
1456,2022,4,1557,188,10260.00,14
1460,2022,2,5756,4,34088.00,75
1461,2022,12,4571,939,7051.00,85
1487,2022,4,8299,392,9196.00,73
1494,2022,6,2957,619,25053.00,70
1500,2022,10,4302,826,21373.00,62
1502,2022,9,2170,926,35155.00,53
1504,2022,12,3680,351,25772.00,72
1508,2022,7,8981,700,36714.00,79
1518,2022,4,8678,618,32787.00,8
1519,2022,4,4538,291,8841.00,78
1521,2022,7,9865,369,5263.00,98
1523,2022,11,1173,977,28265.00,96
1527,2022,10,4473,315,8324.00,38
1550,2022,3,5997,120,15509.00,71
1552,2022,3,6490,735,20123.00,79
1557,2022,4,7565,1000,6065.00,44
1565,2022,4,7121,322,31092.00,78
1568,2022,1,6788,377,32662.00,29
1580,2022,6,4971,724,34941.00,74
1585,2022,2,4045,802,16489.00,79
1586,2022,7,6041,521,33984.00,75
1602,2022,11,4888,283,24463.00,17
1619,2022,1,1244,329,7729.00,93
1625,2022,4,3264,778,14094.00,99
1627,2022,4,9586,488,23176.00,95
1628,2022,1,2977,842,866.00,37
1636,2022,6,1027,360,14262.00,30
1646,2022,7,3893,249,42488.00,89
1649,2022,8,9496,122,13856.00,53
1654,2022,11,1045,224,46746.00,18
1656,2022,12,4471,923,17831.00,39
1658,2022,6,2257,677,4988.00,72
1663,2022,3,3156,220,15804.00,47
1668,2022,12,7189,297,26717.00,13
1676,2022,7,4886,836,36000.00,15
1683,2022,10,6445,556,37708.00,8
1685,2022,5,7462,575,12964.00,83
1690,2022,2,5756,378,44908.00,65
1692,2022,9,5205,314,40267.00,60
1696,2022,1,1558,440,34546.00,12
1701,2022,3,4379,28,17782.00,28
1708,2022,10,3585,627,44596.00,8
1709,2022,5,3466,449,37805.00,2
1711,2022,11,3345,505,30229.00,14
1713,2022,7,9693,344,19136.00,36
1730,2022,10,9090,45,11096.00,13
1746,2022,10,5749,683,30885.00,89
1747,2022,7,2414,548,22466.00,65
1749,2022,4,3891,468,24412.00,61
1754,2022,3,5695,117,28804.00,79
1756,2022,6,1085,770,28823.00,72
1780,2022,3,6945,749,26475.00,37
1783,2022,5,4304,699,1017.00,43
1787,2022,8,7098,209,28354.00,35
1791,2022,7,3426,353,25504.00,47
1794,2022,1,2891,711,22170.00,41
1810,2022,4,3826,839,47689.00,72
1811,2022,2,2767,744,19000.00,97
1813,2022,11,6198,891,17203.00,33
1814,2022,7,7095,229,6236.00,32
1825,2022,3,7302,182,35035.00,47
1830,2022,6,9300,32,23474.00,82
1833,2022,9,4709,284,33983.00,63
1843,2022,6,3113,141,34221.00,72
1850,2022,3,8732,130,33760.00,71
1876,2022,3,7988,201,9503.00,74
1883,2022,7,5691,34,31575.00,96
1893,2022,12,6749,119,12826.00,89
1898,2022,4,2781,217,8330.00,40
1901,2022,11,2586,387,18846.00,56
1904,2022,6,6858,909,31931.00,2
1905,2022,7,5362,761,45606.00,77
1906,2022,5,6149,991,9676.00,15
1910,2022,5,5992,669,15890.00,46
1913,2022,7,3532,310,24136.00,14
1920,2022,8,3581,870,37165.00,50
1921,2022,7,1095,736,14409.00,40
1948,2022,11,7366,170,39849.00,26
1949,2022,5,7948,752,32870.00,17
1950,2022,4,2365,969,17208.00,89
1957,2022,4,2612,157,15115.00,47
1959,2022,7,1137,818,22774.00,67
1960,2022,9,9363,206,43914.00,63
1969,2022,12,5606,313,7039.00,3
1972,2022,4,3044,192,8575.00,7
1987,2022,12,5699,361,2893.00,52
4,2023,12,9746,701,41316.00,78
6,2023,9,6078,402,32075.00,4
13,2023,4,6013,931,39150.00,92
16,2023,9,7860,505,34927.00,43
20,2023,10,4347,473,9485.00,91
25,2023,1,5437,24,36992.00,24
28,2023,3,1174,120,42807.00,95
31,2023,6,3749,955,19913.00,31
39,2023,9,3311,269,41532.00,65
46,2023,3,6543,160,17444.00,36
49,2023,1,9332,625,14185.00,75
51,2023,9,1096,109,11336.00,85
55,2023,8,4381,245,16328.00,19
72,2023,5,4075,641,42784.00,90
82,2023,12,1321,339,26248.00,45
83,2023,3,8622,129,23859.00,69
